25,8,25,0.0012582880629492367,0.09904287289828062
25,8,50,0.0015295431724268267,0.1214717049151659
25,8,75,0.0031741986264787843,0.26675090193748474
25,8,100,0.003657316260024104,0.31047260854393244
25,16,25,0.0005403292782424816,0.039895446388982236
25,16,50,0.0006490824197342648,0.050536758499220014
25,16,75,0.0010080197111359032,0.08476688526570797
25,16,100,0.0030025305642660837,0.27481343131512403
25,32,25,0.0019128383075086466,0.1654208987019956
25,32,50,0.0005675141998208742,0.04281212168280035
25,32,75,0.0005742679586722261,0.04318626306485385
25,32,100,0.0009106737116904864,0.07822984480299056
25,64,25,0.0015832083733497634,0.14501481782644987
25,64,50,0.002050893413649648,0.18859012052416801
25,64,75,0.002114412638327276,0.19410098902881145
25,64,100,0.0021697652152747617,0.20209525246173143
25,128,25,0.000760304923994274,0.06139902397990227
25,128,50,0.0005346303661505615,0.03890201332978904
25,128,75,0.0015312674861277208,0.13694778317585588
25,128,100,0.0010012595378028647,0.08518111426383257
50,8,25,0.0006171478160389312,0.04647262685466558
50,8,50,0.0007024773527280573,0.053883768850937486
50,8,75,0.0008876424561387821,0.06974778953008354
50,8,100,0.001035535466665904,0.08159392164088786
50,16,25,0.0005810101547610979,0.043953582644462585
50,16,50,0.0005602002081709594,0.04145029524806887
50,16,75,0.0005540993197382744,0.040697105578146875
50,16,100,0.0005335949219627005,0.03900703159160912
50,32,25,0.000707156699935627,0.05774737219326198
50,32,50,0.0005581879481309749,0.041815254371613264
50,32,75,0.0007019557201943306,0.055397418327629566
50,32,100,0.0005934524835746048,0.04495510656852275
50,64,25,0.0019462360230678884,0.17462701071053743
50,64,50,0.001622905093004664,0.14841827796772122
50,64,75,0.0020084934688883453,0.18565490609034896
50,64,100,0.001946924540331985,0.17983221914619207
50,128,25,0.0007816378854173651,0.06447992054745555
50,128,50,0.0017942888058951017,0.16881914343684912
50,128,75,0.0017734648976328003,0.16611148603260517
50,128,100,0.0016705082515817429,0.15539483865723014
75,8,25,0.0005986938334705996,0.04522255912888795
75,8,50,0.0006695479077050849,0.05068352911621332
75,8,75,0.0006379781364586879,0.04827647062484175
75,8,100,0.000686059290105442,0.052995531586930156
75,16,25,0.000545944005589904,0.04025198286399245
75,16,50,0.0007221602731735613,0.056957139167934656
75,16,75,0.0012338429830461408,0.1038025482557714
75,16,100,0.000625231711140923,0.04776255809701979
75,32,25,0.0005494146778613956,0.0410169071983546
75,32,50,0.0005232750663041295,0.03802873834501952
75,32,75,0.0005255589183777454,0.03858991258312017
75,32,100,0.0006250672456212033,0.04844536306336522
75,64,25,0.0014579235873717832,0.13231701450422406
75,64,50,0.00202335778180556,0.18243909580633044
75,64,75,0.001726021682821257,0.15859372215345502
75,64,100,0.0017854690322533667,0.16437898157164454
75,128,25,0.0006628215096146354,0.05238630692474544
75,128,50,0.0005441493152551207,0.038582333945669234
75,128,75,0.0014798906047977707,0.1355595886707306
75,128,100,0.0007843105216176784,0.0626535969786346
100,8,25,0.0006729862648296739,0.05287904059514403
100,8,50,0.0006137238320942445,0.04572569741867483
100,8,75,0.0010174463070287808,0.08321886416524649
100,8,100,0.0008005109633087913,0.06361556588672101
100,16,25,0.0005429806088765504,0.04046477843075991
100,16,50,0.0006092674482538679,0.04704562306869775
100,16,75,0.0006526682801391604,0.05055195651948452
100,16,100,0.0006210843798167488,0.04747144994325936
100,32,25,0.0005547428081099103,0.041806738590821624
100,32,50,0.0005208396696837443,0.03771931224036962
100,32,75,0.0008485372832015086,0.07162094116210938
100,32,100,0.0006201281679526026,0.047972233733162284
100,64,25,0.0014092579966367886,0.12796921655535698
100,64,50,0.0015258215357008844,0.13984430115669966
100,64,75,0.0015904400727064093,0.14582729199901223
100,64,100,0.0016773514807995227,0.1539883785881102
100,128,25,0.000842430988740532,0.07182021508924663
100,128,50,0.0006844062269610022,0.053463090443983674
100,128,75,0.0005512360778506925,0.04044446104671806
100,128,100,0.0005842863805330939,0.04224388976581395
125,8,25,0.0005585217927720159,0.04180812102276832
125,8,50,0.0006568898290006752,0.05112415528856218
125,8,75,0.000767396151319415,0.059911172138527036
125,8,100,0.0007224207663010326,0.05699898465536535
125,16,25,0.0008320254359339836,0.07111273589543998
