Time,Actual,Predict
2022-10-06 14:05:00,0.98821,0.98941
2022-10-06 14:10:00,0.98856,0.98936
2022-10-06 14:15:00,0.98865,0.98931
2022-10-06 14:20:00,0.98767,0.99006
2022-10-06 14:25:00,0.98835,0.98922
2022-10-06 14:30:00,0.98877,0.98901
2022-10-06 14:35:00,0.98886,0.98868
2022-10-06 14:40:00,0.98897,0.98807
2022-10-06 14:45:00,0.98923,0.98801
2022-10-06 14:50:00,0.98917,0.98681
2022-10-06 14:55:00,0.98966,0.98637
2022-10-06 15:00:00,0.98985,0.98807
2022-10-06 15:05:00,0.98997,0.98748
2022-10-06 15:10:00,0.98968,0.98665
2022-10-06 15:15:00,0.98930,0.98690
2022-10-06 15:20:00,0.98951,0.98592
2022-10-06 15:25:00,0.98887,0.98664
2022-10-06 15:30:00,0.98895,0.98618
2022-10-06 15:35:00,0.98888,0.98726
2022-10-06 15:40:00,0.98863,0.98938
2022-10-06 15:45:00,0.98868,0.98922
2022-10-06 15:50:00,0.98892,0.98824
2022-10-06 15:55:00,0.98824,0.98768
2022-10-06 16:00:00,0.98786,0.98781
2022-10-06 16:05:00,0.98789,0.98768
