Time,Actual,Predict
2022-10-12 21:25:00,0.96948,0.97076
2022-10-12 21:30:00,0.96895,0.97086
2022-10-12 21:35:00,0.96907,0.97101
2022-10-12 21:40:00,0.96888,0.97094
2022-10-12 21:45:00,0.96912,0.97075
2022-10-12 21:50:00,0.96873,0.97039
2022-10-12 21:55:00,0.96880,0.97004
2022-10-12 22:00:00,0.96902,0.96981
2022-10-12 22:05:00,0.96923,0.96958
2022-10-12 22:10:00,0.96901,0.96974
2022-10-12 22:15:00,0.96842,0.96989
2022-10-12 22:20:00,0.96834,0.97008
2022-10-12 22:25:00,0.96811,0.97016
2022-10-12 22:30:00,0.96818,0.97006
2022-10-12 22:35:00,0.96837,0.97016
2022-10-12 22:40:00,0.96830,0.97035
2022-10-12 22:45:00,0.96838,0.97047
2022-10-12 22:50:00,0.96851,0.97049
2022-10-12 22:55:00,0.96867,0.97042
2022-10-12 23:00:00,0.96850,0.97023
2022-10-12 23:05:00,0.96893,0.97012
2022-10-12 23:10:00,0.96893,0.96995
2022-10-12 23:15:00,0.96901,0.97002
2022-10-12 23:20:00,0.96908,0.97013
2022-10-12 23:25:00,0.96924,0.97006
2022-10-12 23:30:00,0.96954,0.96987
2022-10-12 23:35:00,0.96903,0.96987
2022-10-12 23:40:00,0.96878,0.96997
2022-10-12 23:45:00,0.97023,0.97011
2022-10-12 23:50:00,0.97159,0.97025
2022-10-12 23:55:00,0.97113,0.97034
2022-10-13 00:00:00,0.97058,0.97034
2022-10-13 00:05:00,0.97092,0.96998
2022-10-13 00:10:00,0.97097,0.97006
2022-10-13 00:15:00,0.97077,0.97014
2022-10-13 00:20:00,0.97071,0.97040
2022-10-13 00:25:00,0.97011,0.97042
2022-10-13 00:30:00,0.96980,0.97037
2022-10-13 00:35:00,0.96977,0.97033
2022-10-13 00:40:00,0.96931,0.97044
2022-10-13 00:45:00,0.96971,0.97054
2022-10-13 00:50:00,0.96979,0.97045
2022-10-13 00:55:00,0.97026,0.97046
2022-10-13 01:00:00,0.97014,0.97051
2022-10-13 01:05:00,0.97001,0.97086
