Time,Actual,Predict
2022-10-19 21:25:00,0.97863,0.97768
2022-10-19 21:30:00,0.97859,0.97793
2022-10-19 21:35:00,0.97790,0.97772
2022-10-19 21:40:00,0.97725,0.97759
2022-10-19 21:45:00,0.97670,0.97729
2022-10-19 21:50:00,0.97734,0.97701
2022-10-19 21:55:00,0.97798,0.97689
2022-10-19 22:00:00,0.97752,0.97683
2022-10-19 22:05:00,0.97734,0.97682
2022-10-19 22:10:00,0.97800,0.97713
2022-10-19 22:15:00,0.97786,0.97715
2022-10-19 22:20:00,0.97750,0.97745
2022-10-19 22:25:00,0.97681,0.97747
2022-10-19 22:30:00,0.97686,0.97699
2022-10-19 22:35:00,0.97660,0.97682
2022-10-19 22:40:00,0.97606,0.97709
2022-10-19 22:45:00,0.97589,0.97704
2022-10-19 22:50:00,0.97600,0.97700
2022-10-19 22:55:00,0.97646,0.97703
2022-10-19 23:00:00,0.97671,0.97722
2022-10-19 23:05:00,0.97701,0.97760
2022-10-19 23:10:00,0.97706,0.97733
2022-10-19 23:15:00,0.97673,0.97738
2022-10-19 23:20:00,0.97656,0.97761
2022-10-19 23:25:00,0.97689,0.97750
2022-10-19 23:30:00,0.97655,0.97747
2022-10-19 23:35:00,0.97662,0.97749
2022-10-19 23:40:00,0.97705,0.97743
2022-10-19 23:45:00,0.97718,0.97743
2022-10-19 23:50:00,0.97737,0.97744
2022-10-19 23:55:00,0.97755,0.97742
2022-10-20 00:00:00,0.97766,0.97724
2022-10-20 00:05:00,0.97783,0.97719
2022-10-20 00:10:00,0.97761,0.97718
2022-10-20 00:15:00,0.97740,0.97714
2022-10-20 00:20:00,0.97703,0.97711
2022-10-20 00:25:00,0.97674,0.97729
2022-10-20 00:30:00,0.97677,0.97732
2022-10-20 00:35:00,0.97669,0.97715
2022-10-20 00:40:00,0.97664,0.97727
2022-10-20 00:45:00,0.97713,0.97744
2022-10-20 00:50:00,0.97712,0.97742
2022-10-20 00:55:00,0.97749,0.97742
2022-10-20 01:00:00,0.97721,0.97746
2022-10-20 01:05:00,0.97661,0.97731
2022-10-20 01:10:00,0.97697,0.97727
2022-10-20 01:15:00,0.97688,0.97750
2022-10-20 01:20:00,0.97693,0.97735
2022-10-20 01:25:00,0.97686,0.97744
2022-10-20 01:30:00,0.97696,0.97719
2022-10-20 01:35:00,0.97730,0.97729
2022-10-20 01:40:00,0.97739,0.97671
2022-10-20 01:45:00,0.97713,0.97647
2022-10-20 01:50:00,0.97735,0.97632
2022-10-20 01:55:00,0.97750,0.97646
2022-10-20 02:00:00,0.97740,0.97623
2022-10-20 02:05:00,0.97726,0.97605
2022-10-20 02:10:00,0.97743,0.97612
2022-10-20 02:15:00,0.97731,0.97608
2022-10-20 02:20:00,0.97745,0.97593
2022-10-20 02:25:00,0.97735,0.97630
2022-10-20 02:30:00,0.97727,0.97619
2022-10-20 02:35:00,0.97722,0.97611
2022-10-20 02:40:00,0.97704,0.97590
2022-10-20 02:45:00,0.97704,0.97589
2022-10-20 02:50:00,0.97708,0.97618
2022-10-20 02:55:00,0.97713,0.97641
2022-10-20 03:00:00,0.97721,0.97637
2022-10-20 03:05:00,0.97720,0.97595
2022-10-20 03:10:00,0.97721,0.97607
2022-10-20 03:15:00,0.97724,0.97650
2022-10-20 03:20:00,0.97745,0.97663
2022-10-20 03:25:00,0.97742,0.97672
2022-10-20 03:30:00,0.97734,0.97672
2022-10-20 03:35:00,0.97730,0.97663
2022-10-20 03:40:00,0.97735,0.97663
2022-10-20 03:45:00,0.97731,0.97622
2022-10-20 03:50:00,0.97752,0.97609
2022-10-20 03:55:00,0.97741,0.97641
2022-10-20 04:00:00,0.97734,0.97638
2022-10-20 04:05:00,0.97725,0.97631
2022-10-20 04:10:00,0.97713,0.97626
2022-10-20 04:15:00,0.97686,0.97597
2022-10-20 04:20:00,0.97670,0.97587
2022-10-20 04:25:00,0.97671,0.97559
2022-10-20 04:30:00,0.97678,0.97574
2022-10-20 04:35:00,0.97653,0.97563
2022-10-20 04:40:00,0.97640,0.97579
2022-10-20 04:45:00,0.97635,0.97593
2022-10-20 04:50:00,0.97640,0.97592
2022-10-20 04:55:00,0.97640,0.97581
2022-10-20 05:00:00,0.97662,0.97576
2022-10-20 05:05:00,0.97646,0.97580
2022-10-20 05:10:00,0.97638,0.97573
2022-10-20 05:15:00,0.97620,0.97579
2022-10-20 05:20:00,0.97622,0.97588
2022-10-20 05:25:00,0.97645,0.97573
2022-10-20 05:30:00,0.97658,0.97571
2022-10-20 05:35:00,0.97652,0.97583
2022-10-20 05:40:00,0.97588,0.97581
2022-10-20 05:45:00,0.97631,0.97596
2022-10-20 05:50:00,0.97670,0.97606
2022-10-20 05:55:00,0.97682,0.97632
2022-10-20 06:00:00,0.97690,0.97651
2022-10-20 06:05:00,0.97688,0.97634
2022-10-20 06:10:00,0.97666,0.97599
2022-10-20 06:15:00,0.97668,0.97588
2022-10-20 06:20:00,0.97619,0.97576
2022-10-20 06:25:00,0.97626,0.97586
2022-10-20 06:30:00,0.97658,0.97578
2022-10-20 06:35:00,0.97650,0.97581
2022-10-20 06:40:00,0.97645,0.97570
2022-10-20 06:45:00,0.97618,0.97590
2022-10-20 06:50:00,0.97602,0.97605
2022-10-20 06:55:00,0.97594,0.97618
2022-10-20 07:00:00,0.97564,0.97618
2022-10-20 07:05:00,0.97594,0.97613
2022-10-20 07:10:00,0.97568,0.97606
2022-10-20 07:15:00,0.97581,0.97600
2022-10-20 07:20:00,0.97609,0.97729
2022-10-20 07:25:00,0.97598,0.97753
2022-10-20 07:30:00,0.97592,0.97707
2022-10-20 07:35:00,0.97585,0.97682
2022-10-20 07:40:00,0.97587,0.97666
2022-10-20 07:45:00,0.97589,0.97664
2022-10-20 07:50:00,0.97579,0.97712
2022-10-20 07:55:00,0.97594,0.97742
2022-10-20 08:00:00,0.97582,0.97777
2022-10-20 08:05:00,0.97581,0.97757
2022-10-20 08:10:00,0.97598,0.97790
2022-10-20 08:15:00,0.97585,0.97836
2022-10-20 08:20:00,0.97602,0.97842
2022-10-20 08:25:00,0.97618,0.97831
2022-10-20 08:30:00,0.97641,0.97835
2022-10-20 08:35:00,0.97654,0.97838
2022-10-20 08:40:00,0.97636,0.97804
2022-10-20 08:45:00,0.97594,0.97822
2022-10-20 08:50:00,0.97575,0.97841
2022-10-20 08:55:00,0.97571,0.97845
2022-10-20 09:00:00,0.97599,0.97821
2022-10-20 09:05:00,0.97578,0.97846
2022-10-20 09:10:00,0.97591,0.97910
2022-10-20 09:15:00,0.97574,0.97927
2022-10-20 09:20:00,0.97598,0.97922
2022-10-20 09:25:00,0.97623,0.97849
2022-10-20 09:30:00,0.97623,0.97887
2022-10-20 09:35:00,0.97616,0.97828
2022-10-20 09:40:00,0.97617,0.97854
2022-10-20 09:45:00,0.97605,0.97887
2022-10-20 09:50:00,0.97604,0.97848
2022-10-20 09:55:00,0.97764,0.97889
2022-10-20 10:00:00,0.97751,0.97880
2022-10-20 10:05:00,0.97675,0.97826
2022-10-20 10:10:00,0.97645,0.97761
2022-10-20 10:15:00,0.97637,0.97767
2022-10-20 10:20:00,0.97659,0.97810
2022-10-20 10:25:00,0.97724,0.97823
2022-10-20 10:30:00,0.97772,0.97832
2022-10-20 10:35:00,0.97786,0.97814
2022-10-20 10:40:00,0.97757,0.97788
2022-10-20 10:45:00,0.97821,0.97805
2022-10-20 10:50:00,0.97880,0.97827
2022-10-20 10:55:00,0.97862,0.97865
2022-10-20 11:00:00,0.97835,0.97854
2022-10-20 11:05:00,0.97818,0.97857
2022-10-20 11:10:00,0.97824,0.97873
2022-10-20 11:15:00,0.97810,0.97879
2022-10-20 11:20:00,0.97842,0.97872
2022-10-20 11:25:00,0.97821,0.97849
2022-10-20 11:30:00,0.97820,0.97795
2022-10-20 11:35:00,0.97831,0.97794
2022-10-20 11:40:00,0.97838,0.97834
2022-10-20 11:45:00,0.97914,0.97812
2022-10-20 11:50:00,0.97917,0.97819
2022-10-20 11:55:00,0.97900,0.97846
2022-10-20 12:00:00,0.97843,0.97819
2022-10-20 12:05:00,0.97908,0.97816
2022-10-20 12:10:00,0.97831,0.97871
2022-10-20 12:15:00,0.97845,0.97846
2022-10-20 12:20:00,0.97873,0.97843
2022-10-20 12:25:00,0.97875,0.97799
2022-10-20 12:30:00,0.97886,0.97782
2022-10-20 12:35:00,0.97922,0.97757
2022-10-20 12:40:00,0.97765,0.97742
2022-10-20 12:45:00,0.97791,0.97761
2022-10-20 12:50:00,0.97778,0.97824
2022-10-20 12:55:00,0.97804,0.97802
2022-10-20 13:00:00,0.97819,0.97821
2022-10-20 13:05:00,0.97850,0.97805
2022-10-20 13:10:00,0.97842,0.97842
2022-10-20 13:15:00,0.97755,0.97831
2022-10-20 13:20:00,0.97815,0.97828
2022-10-20 13:25:00,0.97817,0.97824
2022-10-20 13:30:00,0.97932,0.97813
2022-10-20 13:35:00,0.97868,0.97772
2022-10-20 13:40:00,0.97910,0.97820
2022-10-20 13:45:00,0.97862,0.97902
2022-10-20 13:50:00,0.97887,0.97920
2022-10-20 13:55:00,0.97873,0.97968
2022-10-20 14:00:00,0.97849,0.98007
2022-10-20 14:05:00,0.97804,0.98001
2022-10-20 14:10:00,0.97808,0.98064
2022-10-20 14:15:00,0.97850,0.98176
2022-10-20 14:20:00,0.97813,0.98228
2022-10-20 14:25:00,0.97828,0.98170
2022-10-20 14:30:00,0.97856,0.98142
2022-10-20 14:35:00,0.97817,0.98139
2022-10-20 14:40:00,0.97860,0.98125
2022-10-20 14:45:00,0.97871,0.98091
2022-10-20 14:50:00,0.97862,0.98077
2022-10-20 14:55:00,0.97823,0.98073
2022-10-20 15:00:00,0.97772,0.98117
2022-10-20 15:05:00,0.97776,0.98098
2022-10-20 15:10:00,0.97744,0.98092
2022-10-20 15:15:00,0.97745,0.98062
2022-10-20 15:20:00,0.97783,0.98136
2022-10-20 15:25:00,0.97855,0.98192
2022-10-20 15:30:00,0.97866,0.98246
2022-10-20 15:35:00,0.97832,0.98257
2022-10-20 15:40:00,0.97816,0.98171
2022-10-20 15:45:00,0.97852,0.98116
2022-10-20 15:50:00,0.97845,0.98020
2022-10-20 15:55:00,0.97840,0.98048
2022-10-20 16:00:00,0.97845,0.98053
2022-10-20 16:05:00,0.97795,0.98024
2022-10-20 16:10:00,0.97811,0.98003
2022-10-20 16:15:00,0.97849,0.98032
2022-10-20 16:20:00,0.97973,0.98016
2022-10-20 16:25:00,0.97916,0.98034
