<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.12.08	09:00:00	1.05131	1.05178	1.05095	1.05107	514	0	0
2022.12.08	09:05:00	1.05107	1.05138	1.05099	1.05126	449	0	0
2022.12.08	09:10:00	1.05128	1.05141	1.05103	1.05117	385	0	0
2022.12.08	09:15:00	1.05115	1.05126	1.05097	1.05117	369	0	0
2022.12.08	09:20:00	1.05117	1.05207	1.05114	1.05200	356	0	0
2022.12.08	09:25:00	1.05199	1.05209	1.05153	1.05202	385	0	0
2022.12.08	09:30:00	1.05202	1.05275	1.05199	1.05264	355	0	0
2022.12.08	09:35:00	1.05263	1.05308	1.05247	1.05294	378	0	0
2022.12.08	09:40:00	1.05294	1.05303	1.05259	1.05269	423	0	0
2022.12.08	09:45:00	1.05269	1.05269	1.05212	1.05237	486	0	0
2022.12.08	09:50:00	1.05238	1.05285	1.05228	1.05243	502	0	0
2022.12.08	09:55:00	1.05243	1.05264	1.05207	1.05261	681	0	0
2022.12.08	10:00:00	1.05260	1.05260	1.05173	1.05206	930	0	0
2022.12.08	10:05:00	1.05206	1.05233	1.05154	1.05198	700	0	0
2022.12.08	10:10:00	1.05199	1.05249	1.05192	1.05216	547	0	0
2022.12.08	10:15:00	1.05216	1.05253	1.05207	1.05219	449	0	0
2022.12.08	10:20:00	1.05219	1.05219	1.05152	1.05186	470	0	0
2022.12.08	10:25:00	1.05183	1.05199	1.05131	1.05198	453	0	0
2022.12.08	10:30:00	1.05198	1.05211	1.05159	1.05170	448	0	0
2022.12.08	10:35:00	1.05170	1.05195	1.05124	1.05148	342	0	0
2022.12.08	10:40:00	1.05150	1.05181	1.05128	1.05176	365	0	0
2022.12.08	10:45:00	1.05176	1.05203	1.05137	1.05141	431	0	0
2022.12.08	10:50:00	1.05141	1.05174	1.05130	1.05162	445	0	0
2022.12.08	10:55:00	1.05162	1.05274	1.05156	1.05267	421	0	0
2022.12.08	11:00:00	1.05266	1.05269	1.05171	1.05171	463	0	0
2022.12.08	11:05:00	1.05172	1.05202	1.05139	1.05193	348	0	0
2022.12.08	11:10:00	1.05193	1.05202	1.05163	1.05191	309	0	0
2022.12.08	11:15:00	1.05191	1.05192	1.05109	1.05125	333	0	0
2022.12.08	11:20:00	1.05125	1.05126	1.05060	1.05070	384	0	0
2022.12.08	11:25:00	1.05070	1.05084	1.05035	1.05062	337	0	0
2022.12.08	11:30:00	1.05061	1.05085	1.05012	1.05019	356	0	0
2022.12.08	11:35:00	1.05019	1.05031	1.04995	1.04996	469	0	0
2022.12.08	11:40:00	1.04996	1.05002	1.04895	1.04957	542	0	0
2022.12.08	11:45:00	1.04959	1.04986	1.04913	1.04913	391	0	0
2022.12.08	11:50:00	1.04914	1.04977	1.04898	1.04972	415	0	0
2022.12.08	11:55:00	1.04971	1.04972	1.04932	1.04948	415	0	0
2022.12.08	12:00:00	1.04948	1.04976	1.04930	1.04959	337	0	0
2022.12.08	12:05:00	1.04955	1.04986	1.04933	1.04980	402	0	0
2022.12.08	12:10:00	1.04979	1.04983	1.04951	1.04959	313	0	0
2022.12.08	12:15:00	1.04959	1.04970	1.04941	1.04956	302	0	0
2022.12.08	12:20:00	1.04956	1.04962	1.04909	1.04915	316	0	0
2022.12.08	12:25:00	1.04915	1.04959	1.04914	1.04949	357	0	0
2022.12.08	12:30:00	1.04950	1.04998	1.04909	1.04994	550	0	0
2022.12.08	12:35:00	1.04991	1.05019	1.04974	1.05017	448	0	0
2022.12.08	12:40:00	1.05017	1.05045	1.04998	1.05041	404	0	0
2022.12.08	12:45:00	1.05040	1.05041	1.04990	1.05010	375	0	0
2022.12.08	12:50:00	1.05010	1.05052	1.04974	1.05052	391	0	0
2022.12.08	12:55:00	1.05051	1.05136	1.05051	1.05132	433	0	0
2022.12.08	13:00:00	1.05133	1.05143	1.05097	1.05115	417	0	0
2022.12.08	13:05:00	1.05114	1.05117	1.05053	1.05071	444	0	0
2022.12.08	13:10:00	1.05070	1.05094	1.05062	1.05082	299	0	0
2022.12.08	13:15:00	1.05082	1.05086	1.04976	1.04978	281	0	0
2022.12.08	13:20:00	1.04976	1.04996	1.04924	1.04995	336	0	0
2022.12.08	13:25:00	1.04995	1.05031	1.04979	1.05022	280	0	0
2022.12.08	13:30:00	1.05022	1.05070	1.05013	1.05069	315	0	0
2022.12.08	13:35:00	1.05069	1.05092	1.05058	1.05090	287	0	0
2022.12.08	13:40:00	1.05091	1.05097	1.05036	1.05049	266	0	0
2022.12.08	13:45:00	1.05049	1.05081	1.05023	1.05076	347	0	0
2022.12.08	13:50:00	1.05077	1.05116	1.05075	1.05106	321	0	0
2022.12.08	13:55:00	1.05106	1.05130	1.05075	1.05084	331	0	0
2022.12.08	14:00:00	1.05084	1.05119	1.05064	1.05116	503	0	0
2022.12.08	14:05:00	1.05115	1.05141	1.05085	1.05140	412	0	0
2022.12.08	14:10:00	1.05141	1.05185	1.05137	1.05138	368	0	0
2022.12.08	14:15:00	1.05138	1.05162	1.05120	1.05153	406	0	0
2022.12.08	14:20:00	1.05154	1.05215	1.05149	1.05207	427	0	0
2022.12.08	14:25:00	1.05207	1.05209	1.05170	1.05189	339	0	0
2022.12.08	14:30:00	1.05189	1.05212	1.05145	1.05210	367	0	0
2022.12.08	14:35:00	1.05214	1.05214	1.05172	1.05197	529	0	0
2022.12.08	14:40:00	1.05197	1.05243	1.05195	1.05208	420	0	0
2022.12.08	14:45:00	1.05208	1.05244	1.05185	1.05210	414	0	0
2022.12.08	14:50:00	1.05210	1.05239	1.05183	1.05195	432	0	0
2022.12.08	14:55:00	1.05194	1.05204	1.05146	1.05187	460	0	0
2022.12.08	15:00:00	1.05188	1.05192	1.05145	1.05174	585	0	0
2022.12.08	15:05:00	1.05174	1.05229	1.05159	1.05203	505	0	0
2022.12.08	15:10:00	1.05203	1.05235	1.05184	1.05194	550	0	0
2022.12.08	15:15:00	1.05198	1.05199	1.05159	1.05184	365	0	0
2022.12.08	15:20:00	1.05182	1.05232	1.05179	1.05215	593	0	0
2022.12.08	15:25:00	1.05215	1.05235	1.05179	1.05199	484	0	0
2022.12.08	15:30:00	1.05199	1.05280	1.05147	1.05224	855	0	0
2022.12.08	15:35:00	1.05224	1.05320	1.05224	1.05253	781	0	0
2022.12.08	15:40:00	1.05253	1.05267	1.05113	1.05140	789	0	0
2022.12.08	15:45:00	1.05142	1.05194	1.05118	1.05164	790	0	0
2022.12.08	15:50:00	1.05165	1.05192	1.05114	1.05119	779	0	0
2022.12.08	15:55:00	1.05119	1.05225	1.05108	1.05204	809	0	0
2022.12.08	16:00:00	1.05205	1.05343	1.05205	1.05299	1004	0	0
2022.12.08	16:05:00	1.05299	1.05328	1.05263	1.05286	677	0	0
2022.12.08	16:10:00	1.05283	1.05283	1.05184	1.05217	725	0	0
2022.12.08	16:15:00	1.05218	1.05249	1.05196	1.05199	867	0	0
2022.12.08	16:20:00	1.05198	1.05274	1.05195	1.05256	765	0	0
2022.12.08	16:25:00	1.05255	1.05298	1.05248	1.05288	663	0	0
2022.12.08	16:30:00	1.05291	1.05333	1.05214	1.05233	1249	0	0
2022.12.08	16:35:00	1.05229	1.05279	1.05172	1.05257	1273	0	0
2022.12.08	16:40:00	1.05257	1.05309	1.05218	1.05249	917	0	0
2022.12.08	16:45:00	1.05248	1.05369	1.05223	1.05348	1043	0	0
2022.12.08	16:50:00	1.05348	1.05402	1.05338	1.05368	831	0	0
2022.12.08	16:55:00	1.05371	1.05400	1.05351	1.05390	956	0	0
2022.12.08	17:00:00	1.05390	1.05402	1.05352	1.05387	726	0	0
2022.12.08	17:05:00	1.05383	1.05438	1.05363	1.05417	727	0	0
2022.12.08	17:10:00	1.05418	1.05426	1.05351	1.05374	550	0	0
2022.12.08	17:15:00	1.05374	1.05398	1.05358	1.05394	566	0	0
2022.12.08	17:20:00	1.05395	1.05444	1.05393	1.05426	580	0	0
2022.12.08	17:25:00	1.05426	1.05452	1.05424	1.05441	688	0	0
2022.12.08	17:30:00	1.05441	1.05480	1.05422	1.05468	588	0	0
2022.12.08	17:35:00	1.05467	1.05490	1.05439	1.05440	583	0	0
2022.12.08	17:40:00	1.05441	1.05455	1.05391	1.05446	723	0	0
2022.12.08	17:45:00	1.05444	1.05457	1.05374	1.05381	743	0	0
2022.12.08	17:50:00	1.05381	1.05454	1.05369	1.05447	933	0	0
2022.12.08	17:55:00	1.05448	1.05472	1.05407	1.05452	903	0	0
2022.12.08	18:00:00	1.05452	1.05472	1.05406	1.05432	753	0	0
2022.12.08	18:05:00	1.05432	1.05437	1.05343	1.05372	613	0	0
2022.12.08	18:10:00	1.05372	1.05449	1.05371	1.05423	580	0	0
2022.12.08	18:15:00	1.05427	1.05442	1.05354	1.05399	701	0	0
2022.12.08	18:20:00	1.05399	1.05482	1.05399	1.05463	606	0	0
2022.12.08	18:25:00	1.05463	1.05481	1.05435	1.05466	607	0	0
2022.12.08	18:30:00	1.05468	1.05546	1.05467	1.05517	587	0	0
2022.12.08	18:35:00	1.05516	1.05651	1.05506	1.05632	665	0	0
2022.12.08	18:40:00	1.05633	1.05640	1.05525	1.05542	546	0	0
2022.12.08	18:45:00	1.05543	1.05556	1.05507	1.05546	464	0	0
2022.12.08	18:50:00	1.05546	1.05546	1.05515	1.05529	421	0	0
2022.12.08	18:55:00	1.05530	1.05551	1.05502	1.05514	399	0	0
2022.12.08	19:00:00	1.05514	1.05515	1.05458	1.05495	410	0	0
2022.12.08	19:05:00	1.05495	1.05537	1.05478	1.05523	407	0	0
2022.12.08	19:10:00	1.05523	1.05557	1.05520	1.05535	400	0	0
2022.12.08	19:15:00	1.05535	1.05564	1.05482	1.05494	507	0	0
2022.12.08	19:20:00	1.05494	1.05494	1.05447	1.05457	396	0	0
2022.12.08	19:25:00	1.05457	1.05464	1.05437	1.05458	479	0	0
2022.12.08	19:30:00	1.05458	1.05477	1.05434	1.05451	415	0	0
2022.12.08	19:35:00	1.05451	1.05491	1.05441	1.05454	357	0	0
2022.12.08	19:40:00	1.05454	1.05456	1.05413	1.05433	361	0	0
2022.12.08	19:45:00	1.05432	1.05432	1.05393	1.05419	406	0	0
2022.12.08	19:50:00	1.05419	1.05457	1.05414	1.05450	418	0	0
2022.12.08	19:55:00	1.05450	1.05469	1.05431	1.05442	414	0	0
2022.12.08	20:00:00	1.05442	1.05475	1.05436	1.05436	373	0	0
2022.12.08	20:05:00	1.05437	1.05438	1.05410	1.05422	341	0	0
2022.12.08	20:10:00	1.05422	1.05464	1.05406	1.05412	340	0	0
2022.12.08	20:15:00	1.05411	1.05423	1.05388	1.05395	280	0	0
2022.12.08	20:20:00	1.05396	1.05399	1.05383	1.05397	223	0	0
2022.12.08	20:25:00	1.05397	1.05522	1.05396	1.05507	432	0	0
2022.12.08	20:30:00	1.05506	1.05544	1.05506	1.05517	484	0	0
2022.12.08	20:35:00	1.05516	1.05592	1.05516	1.05572	343	0	0
2022.12.08	20:40:00	1.05572	1.05587	1.05556	1.05581	493	0	0
2022.12.08	20:45:00	1.05579	1.05603	1.05578	1.05592	377	0	0
2022.12.08	20:50:00	1.05591	1.05619	1.05538	1.05548	493	0	0
2022.12.08	20:55:00	1.05548	1.05594	1.05542	1.05580	449	0	0
2022.12.08	21:00:00	1.05580	1.05594	1.05536	1.05540	589	0	0
2022.12.08	21:05:00	1.05539	1.05546	1.05483	1.05507	806	0	0
2022.12.08	21:10:00	1.05508	1.05508	1.05454	1.05475	478	0	0
2022.12.08	21:15:00	1.05474	1.05531	1.05466	1.05512	439	0	0
2022.12.08	21:20:00	1.05510	1.05545	1.05509	1.05526	523	0	0
2022.12.08	21:25:00	1.05526	1.05540	1.05509	1.05534	494	0	0
2022.12.08	21:30:00	1.05535	1.05561	1.05496	1.05556	559	0	0
2022.12.08	21:35:00	1.05555	1.05606	1.05551	1.05595	360	0	0
2022.12.08	21:40:00	1.05595	1.05597	1.05558	1.05561	459	0	0
2022.12.08	21:45:00	1.05560	1.05588	1.05558	1.05569	340	0	0
2022.12.08	21:50:00	1.05570	1.05598	1.05559	1.05593	424	0	0
2022.12.08	21:55:00	1.05594	1.05637	1.05570	1.05602	503	0	0
2022.12.08	22:00:00	1.05599	1.05599	1.05550	1.05570	480	0	0
2022.12.08	22:05:00	1.05569	1.05601	1.05565	1.05587	366	0	0
2022.12.08	22:10:00	1.05588	1.05610	1.05588	1.05593	336	0	0
2022.12.08	22:15:00	1.05593	1.05605	1.05583	1.05597	289	0	0
2022.12.08	22:20:00	1.05594	1.05603	1.05570	1.05599	306	0	0
2022.12.08	22:25:00	1.05599	1.05605	1.05588	1.05595	216	0	0
2022.12.08	22:30:00	1.05596	1.05601	1.05550	1.05566	269	0	0
2022.12.08	22:35:00	1.05565	1.05565	1.05551	1.05557	240	0	0
2022.12.08	22:40:00	1.05557	1.05605	1.05548	1.05600	287	0	0
2022.12.08	22:45:00	1.05599	1.05600	1.05539	1.05542	329	0	0
2022.12.08	22:50:00	1.05542	1.05563	1.05531	1.05548	365	0	0
2022.12.08	22:55:00	1.05548	1.05596	1.05547	1.05555	397	0	0
2022.12.08	23:00:00	1.05553	1.05591	1.05551	1.05556	261	0	0
2022.12.08	23:05:00	1.05556	1.05573	1.05550	1.05564	55	0	1
2022.12.08	23:10:00	1.05563	1.05571	1.05559	1.05567	99	0	2
2022.12.08	23:15:00	1.05567	1.05573	1.05558	1.05563	74	0	2
2022.12.08	23:20:00	1.05562	1.05577	1.05558	1.05565	113	0	2
2022.12.08	23:25:00	1.05565	1.05573	1.05555	1.05562	154	0	2
2022.12.08	23:30:00	1.05562	1.05571	1.05560	1.05563	58	0	2
2022.12.08	23:35:00	1.05563	1.05574	1.05555	1.05558	94	0	1
2022.12.08	23:40:00	1.05557	1.05561	1.05554	1.05559	65	0	1
2022.12.08	23:45:00	1.05558	1.05562	1.05553	1.05559	82	0	2
2022.12.08	23:50:00	1.05558	1.05568	1.05549	1.05565	109	0	2
2022.12.08	23:55:00	1.05561	1.05561	1.05523	1.05523	114	0	2
2022.12.09	00:00:00	1.05536	1.05537	1.05466	1.05536	11	0	41
2022.12.09	00:05:00	1.05509	1.05545	1.05509	1.05536	14	0	51
2022.12.09	00:10:00	1.05518	1.05538	1.05517	1.05537	17	0	51
2022.12.09	00:15:00	1.05542	1.05542	1.05517	1.05517	20	0	38
2022.12.09	00:20:00	1.05517	1.05533	1.05517	1.05533	13	0	35
2022.12.09	00:25:00	1.05533	1.05535	1.05521	1.05533	20	0	35
2022.12.09	00:30:00	1.05535	1.05551	1.05516	1.05546	450	0	33
2022.12.09	00:35:00	1.05549	1.05565	1.05537	1.05543	210	0	22
2022.12.09	00:40:00	1.05543	1.05558	1.05542	1.05550	189	0	13
2022.12.09	00:45:00	1.05546	1.05566	1.05546	1.05552	92	0	7
2022.12.09	00:50:00	1.05552	1.05562	1.05550	1.05561	441	0	28
2022.12.09	00:55:00	1.05559	1.05562	1.05535	1.05547	425	0	21
2022.12.09	01:00:00	1.05547	1.05583	1.05533	1.05581	148	0	9
2022.12.09	01:05:00	1.05578	1.05589	1.05578	1.05581	58	0	10
2022.12.09	01:10:00	1.05582	1.05631	1.05582	1.05619	156	0	2
2022.12.09	01:15:00	1.05617	1.05625	1.05558	1.05567	398	0	1
2022.12.09	01:20:00	1.05567	1.05573	1.05549	1.05565	68	0	1
2022.12.09	01:25:00	1.05565	1.05573	1.05564	1.05564	64	0	2
2022.12.09	01:30:00	1.05564	1.05576	1.05548	1.05558	106	0	2
2022.12.09	01:35:00	1.05559	1.05566	1.05546	1.05553	112	0	9
2022.12.09	01:40:00	1.05550	1.05566	1.05549	1.05566	63	0	2
2022.12.09	01:45:00	1.05566	1.05566	1.05557	1.05566	60	0	2
2022.12.09	01:50:00	1.05567	1.05568	1.05553	1.05562	61	0	7
2022.12.09	01:55:00	1.05562	1.05565	1.05553	1.05556	77	0	2
2022.12.09	02:00:00	1.05552	1.05585	1.05548	1.05581	147	0	1
2022.12.09	02:05:00	1.05581	1.05581	1.05561	1.05569	93	0	0
2022.12.09	02:10:00	1.05570	1.05576	1.05547	1.05547	91	0	1
2022.12.09	02:15:00	1.05547	1.05557	1.05542	1.05542	84	0	0
2022.12.09	02:20:00	1.05542	1.05566	1.05542	1.05559	79	0	1
2022.12.09	02:25:00	1.05559	1.05559	1.05530	1.05535	122	0	1
2022.12.09	02:30:00	1.05539	1.05549	1.05529	1.05542	64	0	1
2022.12.09	02:35:00	1.05544	1.05548	1.05530	1.05530	69	0	1
2022.12.09	02:40:00	1.05530	1.05531	1.05519	1.05528	88	0	1
2022.12.09	02:45:00	1.05528	1.05529	1.05518	1.05519	70	0	1
2022.12.09	02:50:00	1.05518	1.05554	1.05518	1.05553	129	0	1
2022.12.09	02:55:00	1.05553	1.05601	1.05548	1.05598	111	0	1
2022.12.09	03:00:00	1.05601	1.05627	1.05591	1.05626	153	0	1
2022.12.09	03:05:00	1.05625	1.05763	1.05625	1.05725	535	0	1
2022.12.09	03:10:00	1.05729	1.05821	1.05715	1.05810	486	0	1
2022.12.09	03:15:00	1.05813	1.05824	1.05751	1.05760	430	0	0
2022.12.09	03:20:00	1.05762	1.05823	1.05752	1.05815	352	0	1
2022.12.09	03:25:00	1.05817	1.05846	1.05805	1.05826	330	0	1
2022.12.09	03:30:00	1.05834	1.05854	1.05797	1.05810	441	0	1
2022.12.09	03:35:00	1.05807	1.05819	1.05778	1.05793	364	0	1
2022.12.09	03:40:00	1.05793	1.05810	1.05770	1.05780	443	0	1
2022.12.09	03:45:00	1.05778	1.05814	1.05778	1.05786	387	0	1
2022.12.09	03:50:00	1.05786	1.05795	1.05732	1.05763	332	0	1
2022.12.09	03:55:00	1.05763	1.05795	1.05760	1.05788	316	0	1
2022.12.09	04:00:00	1.05793	1.05807	1.05736	1.05743	363	0	1
2022.12.09	04:05:00	1.05743	1.05766	1.05722	1.05728	300	0	1
2022.12.09	04:10:00	1.05728	1.05738	1.05672	1.05686	315	0	1
2022.12.09	04:15:00	1.05686	1.05699	1.05677	1.05687	169	0	0
2022.12.09	04:20:00	1.05687	1.05694	1.05667	1.05685	255	0	1
2022.12.09	04:25:00	1.05680	1.05707	1.05672	1.05683	176	0	1
2022.12.09	04:30:00	1.05682	1.05697	1.05661	1.05692	172	0	1
2022.12.09	04:35:00	1.05692	1.05733	1.05690	1.05698	130	0	1
2022.12.09	04:40:00	1.05698	1.05699	1.05676	1.05699	148	0	1
2022.12.09	04:45:00	1.05700	1.05711	1.05680	1.05691	125	0	1
2022.12.09	04:50:00	1.05691	1.05719	1.05688	1.05715	144	0	1
2022.12.09	04:55:00	1.05715	1.05741	1.05705	1.05737	275	0	1
2022.12.09	05:00:00	1.05737	1.05812	1.05735	1.05772	396	0	1
2022.12.09	05:05:00	1.05772	1.05817	1.05769	1.05814	362	0	1
2022.12.09	05:10:00	1.05815	1.05824	1.05786	1.05803	319	0	1
2022.12.09	05:15:00	1.05806	1.05822	1.05785	1.05792	263	0	1
2022.12.09	05:20:00	1.05796	1.05824	1.05794	1.05814	307	0	1
2022.12.09	05:25:00	1.05811	1.05819	1.05794	1.05811	211	0	1
2022.12.09	05:30:00	1.05813	1.05827	1.05782	1.05797	276	0	1
2022.12.09	05:35:00	1.05795	1.05800	1.05768	1.05769	185	0	1
2022.12.09	05:40:00	1.05768	1.05812	1.05765	1.05810	185	0	1
2022.12.09	05:45:00	1.05811	1.05841	1.05782	1.05790	260	0	1
2022.12.09	05:50:00	1.05789	1.05812	1.05785	1.05807	192	0	1
2022.12.09	05:55:00	1.05809	1.05820	1.05782	1.05803	169	0	1
2022.12.09	06:00:00	1.05806	1.05821	1.05789	1.05795	170	0	1
2022.12.09	06:05:00	1.05794	1.05827	1.05785	1.05803	198	0	1
2022.12.09	06:10:00	1.05806	1.05825	1.05791	1.05792	209	0	1
2022.12.09	06:15:00	1.05792	1.05796	1.05772	1.05784	183	0	1
2022.12.09	06:20:00	1.05785	1.05821	1.05779	1.05818	161	0	1
2022.12.09	06:25:00	1.05818	1.05822	1.05800	1.05815	157	0	1
2022.12.09	06:30:00	1.05812	1.05821	1.05800	1.05804	152	0	1
2022.12.09	06:35:00	1.05803	1.05825	1.05785	1.05792	79	0	1
2022.12.09	06:40:00	1.05789	1.05795	1.05773	1.05779	135	0	1
2022.12.09	06:45:00	1.05776	1.05796	1.05772	1.05794	112	0	1
2022.12.09	06:50:00	1.05794	1.05794	1.05764	1.05765	93	0	1
2022.12.09	06:55:00	1.05765	1.05773	1.05757	1.05761	106	0	1
2022.12.09	07:00:00	1.05761	1.05775	1.05745	1.05745	125	0	0
2022.12.09	07:05:00	1.05746	1.05787	1.05744	1.05776	108	0	0
2022.12.09	07:10:00	1.05774	1.05797	1.05765	1.05792	108	0	0
2022.12.09	07:15:00	1.05795	1.05821	1.05776	1.05817	192	0	0
2022.12.09	07:20:00	1.05814	1.05868	1.05809	1.05829	255	0	0
2022.12.09	07:25:00	1.05833	1.05840	1.05796	1.05799	281	0	0
2022.12.09	07:30:00	1.05798	1.05817	1.05793	1.05798	118	0	0
2022.12.09	07:35:00	1.05797	1.05822	1.05785	1.05787	174	0	0
2022.12.09	07:40:00	1.05788	1.05826	1.05779	1.05790	151	0	0
2022.12.09	07:45:00	1.05790	1.05805	1.05770	1.05772	112	0	0
2022.12.09	07:50:00	1.05766	1.05775	1.05753	1.05771	153	0	0
2022.12.09	07:55:00	1.05769	1.05797	1.05763	1.05769	170	0	0
2022.12.09	08:00:00	1.05770	1.05781	1.05743	1.05775	187	0	0
2022.12.09	08:05:00	1.05775	1.05787	1.05749	1.05759	194	0	0
2022.12.09	08:10:00	1.05759	1.05770	1.05731	1.05733	219	0	0
2022.12.09	08:15:00	1.05731	1.05743	1.05717	1.05737	138	0	0
2022.12.09	08:20:00	1.05740	1.05767	1.05737	1.05752	185	0	0
2022.12.09	08:25:00	1.05753	1.05753	1.05722	1.05725	143	0	0
2022.12.09	08:30:00	1.05725	1.05764	1.05712	1.05759	201	0	0
2022.12.09	08:35:00	1.05759	1.05770	1.05720	1.05763	303	0	0
2022.12.09	08:40:00	1.05767	1.05773	1.05729	1.05740	169	0	0
2022.12.09	08:45:00	1.05739	1.05750	1.05717	1.05725	135	0	0
2022.12.09	08:50:00	1.05721	1.05729	1.05709	1.05720	204	0	0
2022.12.09	08:55:00	1.05721	1.05769	1.05721	1.05759	393	0	0
2022.12.09	09:00:00	1.05758	1.05814	1.05758	1.05813	514	0	0
2022.12.09	09:05:00	1.05814	1.05881	1.05810	1.05852	593	0	0
2022.12.09	09:10:00	1.05852	1.05852	1.05780	1.05780	564	0	0
2022.12.09	09:15:00	1.05784	1.05784	1.05736	1.05752	460	0	0
2022.12.09	09:20:00	1.05751	1.05752	1.05695	1.05695	351	0	0
2022.12.09	09:25:00	1.05698	1.05757	1.05688	1.05730	521	0	0
2022.12.09	09:30:00	1.05733	1.05770	1.05716	1.05766	546	0	0
2022.12.09	09:35:00	1.05766	1.05772	1.05673	1.05676	515	0	0
2022.12.09	09:40:00	1.05676	1.05736	1.05668	1.05735	480	0	0
2022.12.09	09:45:00	1.05734	1.05756	1.05716	1.05734	509	0	0
2022.12.09	09:50:00	1.05736	1.05737	1.05678	1.05682	462	0	0
2022.12.09	09:55:00	1.05684	1.05726	1.05675	1.05680	581	0	0
2022.12.09	10:00:00	1.05681	1.05705	1.05661	1.05670	575	0	0
2022.12.09	10:05:00	1.05669	1.05698	1.05637	1.05665	600	0	0
2022.12.09	10:10:00	1.05666	1.05685	1.05651	1.05673	425	0	0
2022.12.09	10:15:00	1.05673	1.05771	1.05673	1.05732	494	0	0
2022.12.09	10:20:00	1.05733	1.05746	1.05693	1.05702	477	0	0
2022.12.09	10:25:00	1.05702	1.05713	1.05653	1.05673	470	0	0
2022.12.09	10:30:00	1.05673	1.05709	1.05642	1.05703	501	0	0
2022.12.09	10:35:00	1.05704	1.05717	1.05676	1.05683	376	0	0
2022.12.09	10:40:00	1.05683	1.05718	1.05678	1.05716	373	0	0
2022.12.09	10:45:00	1.05717	1.05717	1.05651	1.05653	454	0	0
2022.12.09	10:50:00	1.05654	1.05662	1.05630	1.05632	380	0	0
2022.12.09	10:55:00	1.05632	1.05645	1.05609	1.05611	438	0	0
2022.12.09	11:00:00	1.05611	1.05631	1.05566	1.05624	552	0	0
2022.12.09	11:05:00	1.05624	1.05643	1.05609	1.05629	323	0	0
2022.12.09	11:10:00	1.05629	1.05639	1.05574	1.05606	529	0	0
2022.12.09	11:15:00	1.05606	1.05663	1.05604	1.05637	489	0	0
2022.12.09	11:20:00	1.05637	1.05637	1.05577	1.05584	523	0	0
2022.12.09	11:25:00	1.05584	1.05584	1.05487	1.05498	596	0	0
2022.12.09	11:30:00	1.05498	1.05511	1.05474	1.05476	466	0	0
2022.12.09	11:35:00	1.05476	1.05511	1.05468	1.05498	359	0	0
2022.12.09	11:40:00	1.05497	1.05536	1.05494	1.05534	399	0	0
2022.12.09	11:45:00	1.05534	1.05563	1.05516	1.05554	348	0	0
2022.12.09	11:50:00	1.05553	1.05577	1.05543	1.05572	320	0	0
2022.12.09	11:55:00	1.05572	1.05616	1.05554	1.05573	344	0	0
2022.12.09	12:00:00	1.05576	1.05600	1.05549	1.05596	416	0	0
2022.12.09	12:05:00	1.05596	1.05667	1.05592	1.05625	353	0	0
2022.12.09	12:10:00	1.05624	1.05688	1.05615	1.05620	253	0	0
2022.12.09	12:15:00	1.05620	1.05642	1.05602	1.05617	360	0	0
2022.12.09	12:20:00	1.05616	1.05619	1.05572	1.05579	290	0	0
2022.12.09	12:25:00	1.05579	1.05587	1.05527	1.05558	276	0	0
2022.12.09	12:30:00	1.05560	1.05579	1.05550	1.05570	316	0	0
2022.12.09	12:35:00	1.05570	1.05587	1.05554	1.05572	327	0	0
2022.12.09	12:40:00	1.05572	1.05599	1.05566	1.05568	295	0	0
2022.12.09	12:45:00	1.05569	1.05596	1.05552	1.05554	311	0	0
2022.12.09	12:50:00	1.05554	1.05562	1.05533	1.05551	186	0	0
2022.12.09	12:55:00	1.05551	1.05592	1.05529	1.05587	377	0	0
2022.12.09	13:00:00	1.05586	1.05646	1.05586	1.05615	517	0	0
2022.12.09	13:05:00	1.05616	1.05637	1.05561	1.05572	451	0	0
2022.12.09	13:10:00	1.05572	1.05582	1.05511	1.05534	442	0	0
2022.12.09	13:15:00	1.05534	1.05547	1.05516	1.05522	306	0	0
2022.12.09	13:20:00	1.05522	1.05542	1.05512	1.05517	303	0	0
2022.12.09	13:25:00	1.05517	1.05608	1.05516	1.05588	388	0	0
2022.12.09	13:30:00	1.05589	1.05595	1.05544	1.05589	451	0	0
2022.12.09	13:35:00	1.05589	1.05607	1.05581	1.05594	273	0	0
2022.12.09	13:40:00	1.05594	1.05607	1.05581	1.05582	295	0	0
2022.12.09	13:45:00	1.05581	1.05615	1.05577	1.05596	371	0	0
2022.12.09	13:50:00	1.05596	1.05617	1.05584	1.05593	309	0	0
2022.12.09	13:55:00	1.05593	1.05595	1.05533	1.05538	364	0	0
2022.12.09	14:00:00	1.05538	1.05594	1.05537	1.05580	483	0	0
2022.12.09	14:05:00	1.05581	1.05583	1.05547	1.05551	457	0	0
2022.12.09	14:10:00	1.05550	1.05586	1.05538	1.05582	365	0	0
2022.12.09	14:15:00	1.05582	1.05600	1.05576	1.05582	254	0	0
2022.12.09	14:20:00	1.05578	1.05592	1.05543	1.05548	342	0	0
2022.12.09	14:25:00	1.05548	1.05660	1.05547	1.05636	395	0	0
2022.12.09	14:30:00	1.05641	1.05665	1.05600	1.05615	532	0	0
2022.12.09	14:35:00	1.05615	1.05618	1.05577	1.05614	442	0	0
2022.12.09	14:40:00	1.05614	1.05614	1.05562	1.05572	369	0	0
