,time,close,open,high,low,ma5,rsi,macd_l,macd_s,tenkan_sen,kijun_sen,chikou_span
17,2022-12-01 01:25:00,1.04119,1.04118,1.0414,1.04102,1.0414439678192138,57.14205236481517,,,1.0412650108337402,,1.04312
18,2022-12-01 01:30:00,1.04146,1.04117,1.04154,1.04117,1.0414219856262208,62.58736770539896,,,1.0412650108337402,,1.04291
19,2022-12-01 01:35:00,1.04181,1.04146,1.04189,1.04144,1.041436004638672,68.37462379990195,,,1.041450023651123,,1.04319
20,2022-12-01 01:40:00,1.04257,1.04175,1.04295,1.04175,1.0416540145874023,76.96949719023202,,,1.0421749949455261,,1.04315
21,2022-12-01 01:45:00,1.04257,1.04257,1.04267,1.04229,1.041920018196106,76.96949719023202,,,1.0421749949455261,,1.04296
22,2022-12-01 01:50:00,1.04246,1.04257,1.04266,1.04231,1.0421740055084228,73.40368755480924,,,1.0421749949455261,,1.04261
23,2022-12-01 01:55:00,1.04228,1.04246,1.04252,1.04223,1.042337989807129,67.70235931805777,,,1.0421749949455261,,1.04258
24,2022-12-01 02:00:00,1.04257,1.04228,1.04296,1.04224,1.0424899816513062,71.6451854825234,,,1.0421800017356873,,1.04244
25,2022-12-01 02:05:00,1.04231,1.04258,1.04258,1.0423,1.042437982559204,63.87807156143618,0.0007790359604600283,,1.0421800017356873,1.041480004787445,1.04234
26,2022-12-01 02:10:00,1.04264,1.0423,1.04276,1.04215,1.0424519777297974,68.66799681628943,0.0007730116679971477,,1.0422500371932983,1.041480004787445,1.04261
27,2022-12-01 02:15:00,1.0431,1.04264,1.04311,1.04241,1.042579984664917,74.00720620881167,0.0007961799729978569,,1.0425000190734863,1.0415549874305725,1.04292
28,2022-12-01 02:20:00,1.04264,1.04311,1.04322,1.04249,1.0426519870758058,62.2253520110635,0.0007685610608290094,,1.042870044708252,1.0416100025177002,1.04305
29,2022-12-01 02:25:00,1.04285,1.04264,1.04321,1.04264,1.0427079916000366,65.04826197580357,0.0007549196489187171,,1.042870044708252,1.0417300462722778,1.04307
30,2022-12-01 02:30:00,1.04301,1.04286,1.04305,1.04264,1.042847990989685,67.12718135169928,0.0007483907070189311,,1.042870044708252,1.0419300198554993,1.04278
31,2022-12-01 02:35:00,1.04309,1.04301,1.0432,1.04296,1.042937994003296,68.17869368160939,0.000741127693576038,,1.042870044708252,1.0419300198554993,1.0428
32,2022-12-01 02:40:00,1.04316,1.04309,1.04326,1.04302,1.0429499864578247,69.13825123583673,0.0007325735181116233,,1.0429199934005737,1.041949987411499,1.04257
33,2022-12-01 02:45:00,1.04318,1.04317,1.04363,1.04316,1.0430579900741577,69.43137939288302,0.000719120720883426,0.0007569912167547531,1.0431050062179565,1.0421350002288818,1.04269
34,2022-12-01 02:50:00,1.04311,1.04322,1.04353,1.04298,1.0431099891662599,66.96219788345032,0.0006948035527798435,0.0007445536839597712,1.0431950092315674,1.0421350002288818,1.04281
35,2022-12-01 02:55:00,1.04377,1.04312,1.0439,1.043,1.043261981010437,75.93154612353385,0.0007204786471248781,0.0007397386765927926,1.0434750318527222,1.042270004749298,1.04293
36,2022-12-01 03:00:00,1.04407,1.04374,1.0443,1.04344,1.0434579849243164,78.8343986630071,0.000756319474038758,0.0007430548360819857,1.0436750054359436,1.0426549911499023,1.04295
37,2022-12-01 03:05:00,1.04435,1.04406,1.04475,1.04397,1.0436959981918335,81.18721085464038,0.0007981188555128416,0.0007540676399681569,1.0439000129699707,1.0430749654769897,1.0428
38,2022-12-01 03:10:00,1.04407,1.04435,1.04449,1.0439,1.0438740015029908,72.26189695875236,0.0007994343002166726,0.0007631409720178601,1.0439000129699707,1.0430749654769897,1.043
39,2022-12-01 03:15:00,1.04332,1.04407,1.04413,1.04322,1.0439159870147705,54.44731817537596,0.0007315203238542622,0.0007568168423851406,1.0439749956130981,1.0430749654769897,1.04284
40,2022-12-01 03:20:00,1.04322,1.04335,1.0437,1.04316,1.043806004524231,52.530884861796515,0.0006620059319308869,0.00073785466029429,1.0440049767494202,1.0430749654769897,1.04293
41,2022-12-01 03:25:00,1.04334,1.0432,1.04335,1.04284,1.0436599969863891,54.65958347173943,0.0006095654925046823,0.0007121968267363685,1.0440499782562256,1.0430749654769897,1.04327
42,2022-12-01 03:30:00,1.04298,1.04332,1.04353,1.04298,1.0433859825134277,47.54749522602025,0.0005328141525142716,0.0006763202918919492,1.0440499782562256,1.0430749654769897,1.04326
43,2022-12-01 03:35:00,1.04266,1.04298,1.04312,1.04251,1.0431039810180665,42.13379221685427,0.0004410856863157342,0.0006292733707767062,1.0439350008964539,1.0431450009346008,1.04304
44,2022-12-01 03:40:00,1.0426,1.04266,1.04291,1.04242,1.042960000038147,41.15798538074306,0.0003594087216891584,0.0005753004409591966,1.0438299775123596,1.0433200001716614,1.04316
45,2022-12-01 03:45:00,1.04316,1.04263,1.04319,1.04251,1.0429479837417603,52.55802018361186,0.0003359874361208437,0.0005274378399915261,1.0438299775123596,1.0436350107192993,1.04322
46,2022-12-01 03:50:00,1.04286,1.04314,1.04315,1.0426,1.042851996421814,47.12414459662706,0.0002898824238528608,0.000479926756763793,1.0436999797821045,1.0436350107192993,1.04316
47,2022-12-01 03:55:00,1.04259,1.04291,1.04296,1.04251,1.0427740097045899,42.70752350558356,0.00022891757709397886,0.00042972492082983023,1.0435199737548828,1.0436350107192993,1.04278
48,2022-12-01 04:00:00,1.04211,1.04257,1.04261,1.04204,1.0426640033721923,36.035622359646304,0.00014024929840528166,0.0003718297963449205,1.043155014514923,1.0436350107192993,1.04299
49,2022-12-01 04:05:00,1.04219,1.04211,1.04258,1.04202,1.0425819873809814,37.833660465804854,7.55624901407348e-05,0.0003125763351040834,1.04305499792099,1.0436649918556213,1.04316
50,2022-12-01 04:10:00,1.04205,1.0422,1.04244,1.04203,1.04235999584198,35.87330353495047,1.2856592706222969e-05,0.0002526323866245113,1.0429850220680237,1.043595016002655,1.04324
51,2022-12-01 04:15:00,1.0422,1.04206,1.04234,1.04187,1.0422279834747314,39.59951300691148,-2.4455430513548038e-05,0.00019721482319689945,1.0427650213241577,1.0435450077056885,1.04339
52,2022-12-01 04:20:00,1.04259,1.0422,1.04261,1.04209,1.0422279834747314,48.28398801771843,-2.2294480062967637e-05,0.00015331296254492605,1.0427650213241577,1.0435450077056885,1.04378
53,2022-12-01 04:25:00,1.04288,1.04263,1.04292,1.04246,1.042382001876831,53.77515779352346,2.7894314342802318e-06,0.0001232082563227969,1.0427650213241577,1.0435450077056885,1.04403
54,2022-12-01 04:30:00,1.04293,1.04288,1.04305,1.04258,1.0425300121307373,54.69562722590196,2.6394791323047784e-05,0.00010384556332284709,1.0427449941635132,1.0435450077056885,1.0441
55,2022-12-01 04:35:00,1.04274,1.04293,1.04307,1.04262,1.0426680088043212,50.449233223064546,2.942996452204305e-05,8.896244356268629e-05,1.042704999446869,1.0435450077056885,1.04424
56,2022-12-01 04:40:00,1.04243,1.04275,1.04278,1.04236,1.0427140235900878,44.226354401125604,6.747675326490565e-06,7.251948991544715e-05,1.042704999446869,1.0435450077056885,1.04403
57,2022-12-01 04:45:00,1.04256,1.04244,1.0428,1.04236,1.0427080154418946,47.256848818407015,-7.348110351301784e-07,5.786862972533169e-05,1.042704999446869,1.0435450077056885,1.04399
58,2022-12-01 04:50:00,1.04236,1.04257,1.04257,1.04232,1.0426039934158324,43.238242712814646,-2.2545847404353836e-05,4.178573429939459e-05,1.042704999446869,1.0435450077056885,1.04413
59,2022-12-01 04:55:00,1.04257,1.04237,1.04269,1.04233,1.0425319910049438,48.36160271826899,-2.2621465930461326e-05,2.8904294253423412e-05,1.042704999446869,1.0435450077056885,1.04434
60,2022-12-01 05:00:00,1.04271,1.04258,1.04281,1.04243,1.0425259828567506,51.5960461707411,-1.1258678081160767e-05,2.0871699786506578e-05,1.0428199768066406,1.0435450077056885,1.04442
61,2022-12-01 05:05:00,1.04291,1.04267,1.04293,1.04255,1.0426219701766968,55.975340769443484,1.3729158474973246e-05,1.944319152419991e-05,1.0428199768066406,1.0435450077056885,1.04472
62,2022-12-01 05:10:00,1.04244,1.04294,1.04295,1.04229,1.0425979852676392,45.28164801480734,-4.336670939242282e-06,1.4687219031511475e-05,1.0428199768066406,1.0435450077056885,1.04468
63,2022-12-01 05:15:00,1.0428,1.04245,1.0428,1.04239,1.0426859855651855,52.933201190524855,1.0268010710801079e-05,1.3803377367369395e-05,1.0428199768066406,1.0434150099754333,1.04482
64,2022-12-01 05:20:00,1.04275,1.04279,1.043,1.04265,1.0427219867706299,51.815855230156636,1.7608899673504652e-05,1.4564481828596447e-05,1.0427849888801575,1.0432350039482117,1.04458
65,2022-12-01 05:25:00,1.04241,1.04273,1.04284,1.04241,1.042662000656128,44.682555167720615,-3.961664885920868e-06,1.0859252485692985e-05,1.0427849888801575,1.0430200099945068,1.04482
66,2022-12-01 05:30:00,1.04292,1.04246,1.04293,1.04246,1.0426640033721923,55.00612634511444,1.9865420428200053e-05,1.2660486074194398e-05,1.0427849888801575,1.0429350137710571,1.04516
67,2022-12-01 05:35:00,1.04319,1.04293,1.04327,1.04293,1.0428139925003053,59.45721588244236,5.984616094956152e-05,2.209762104926782e-05,1.0429800152778625,1.0429350137710571,1.04505
68,2022-12-01 05:40:00,1.04299,1.04318,1.04326,1.04288,1.042851996421814,54.98008687608138,7.453103200183442e-05,3.2584303239781143e-05,1.0430349707603455,1.042805016040802,1.04476
69,2022-12-01 05:45:00,1.04298,1.04299,1.04304,1.04279,1.0428979873657227,54.75077311603402,8.438811223632214e-05,4.294506503908935e-05,1.0430349707603455,1.042805016040802,1.0447
70,2022-12-01 05:50:00,1.04301,1.04298,1.04316,1.04274,1.0430179834365845,55.37123951006179,9.35456203918772e-05,5.306517610964692e-05,1.0430349707603455,1.042805016040802,1.04455
71,2022-12-01 05:55:00,1.04315,1.04302,1.04322,1.04298,1.0430639743804933,58.3290195010915,0.00011081849796257259,6.461584048023206e-05,1.0430349707603455,1.042805016040802,1.04469
72,2022-12-01 06:00:00,1.0427,1.04315,1.04316,1.04257,1.0429659843444825,47.16413561900425,8.719936204992784e-05,6.913254479417122e-05,1.04305499792099,1.042805016040802,1.04451
73,2022-12-01 06:05:00,1.04278,1.0427,1.04278,1.0426,1.0429239988327026,49.08925258892707,7.408153956545149e-05,7.012234374842728e-05,1.043025016784668,1.042805016040802,1.0445
74,2022-12-01 06:10:00,1.04291,1.04278,1.04299,1.04278,1.0429100036621093,52.23076011612546,7.332524376946203e-05,7.076292375263424e-05,1.043025016784668,1.042805016040802,1.04445
75,2022-12-01 06:15:00,1.04305,1.04291,1.04316,1.04284,1.0429180145263672,55.51835524539556,8.307083723746445e-05,7.322450644960029e-05,1.043025016784668,1.042805016040802,1.04456
76,2022-12-01 06:20:00,1.04322,1.04305,1.04324,1.04294,1.0429320335388184,59.295881576382584,0.00010332024854209365,7.924365486809897e-05,1.0430200099945068,1.042805016040802,1.04452
77,2022-12-01 06:25:00,1.04325,1.04322,1.04339,1.0432,1.0430420160293579,59.9608834000621,0.0001203946360106567,8.747385109661051e-05,1.0430850386619568,1.0429800152778625,1.04498
78,2022-12-01 06:30:00,1.04368,1.04329,1.04378,1.04323,1.0432219982147217,68.24470210698388,0.00016670101611704347,0.00010331928410069711,1.043280005455017,1.0431749820709229,1.04516
79,2022-12-01 06:35:00,1.04396,1.04365,1.04403,1.04362,1.0434319972991943,72.37964668991688,0.00022341920374424618,0.00012733926802940693,1.043404996395111,1.0432999730110168,1.0454
80,2022-12-01 06:40:00,1.044,1.044,1.0441,1.04391,1.0436219930648805,72.9396627202958,0.0002685056589537549,0.00015557254621427653,1.043440043926239,1.0433350205421448,1.04564
81,2022-12-01 06:45:00,1.04373,1.044,1.04424,1.04362,1.04372398853302,63.32310100059524,0.00027923072847957364,0.00018030418266733596,1.0435100197792053,1.043404996395111,1.04564
82,2022-12-01 06:50:00,1.04385,1.04373,1.04403,1.04369,1.0438439846038818,65.56367908553743,0.00029401807455875506,0.0002030469610456198,1.0436149835586548,1.043404996395111,1.04593
83,2022-12-01 06:55:00,1.04392,1.04386,1.04399,1.04383,1.043892002105713,66.87776553663839,0.00030784459768296024,0.0002240064883730879,1.0436999797821045,1.043404996395111,1.04542
84,2022-12-01 07:00:00,1.04406,1.0439,1.04413,1.04377,1.0439120054244995,69.46290058373062,0.00032633338182708194,0.00024447186706388674,1.0437399744987488,1.0434650182724,1.04505
85,2022-12-01 07:05:00,1.04414,1.04407,1.04434,1.04397,1.043939995765686,70.90499583240437,0.00034348092098479555,0.0002642736778480685,1.0438650250434875,1.0435600280761719,1.04619
86,2022-12-01 07:10:00,1.04442,1.04415,1.04442,1.04402,1.04407799243927,75.42006914972795,0.0003753392770440289,0.0002864867976872606,1.0440999865531921,1.0436000227928162,1.0464
87,2022-12-01 07:15:00,1.04445,1.04437,1.04472,1.04424,1.0441980123519898,75.86648739426047,0.00039841856922406826,0.00030887315199462217,1.044355034828186,1.0437500476837158,1.04571
88,2022-12-01 07:20:00,1.04465,1.04445,1.04468,1.04426,1.0443439960479737,78.72372806534133,0.00042790780703816367,0.00033268008300333047,1.044355034828186,1.0437500476837158,1.04497
89,2022-12-01 07:25:00,1.04439,1.04465,1.04482,1.04438,1.044409990310669,67.22302408794768,0.0004253950898769343,0.00035122308437805127,1.0444049835205078,1.0437999963760376,1.04481
90,2022-12-01 07:30:00,1.04454,1.04439,1.04458,1.04427,1.0444900035858153,70.03114898710444,0.0004305511818893937,0.00036708870388031976,1.0444049835205078,1.0437999963760376,1.0444
91,2022-12-01 07:35:00,1.04474,1.0445,1.04482,1.04446,1.0445539951324463,73.4035281045245,0.00044563184278967327,0.0003827973316621905,1.0444049835205078,1.0437999963760376,1.04428
92,2022-12-01 07:40:00,1.04502,1.04474,1.04516,1.04468,1.0446679830551147,77.36731130996255,0.0004747067367179003,0.0004011792126733325,1.0446450114250183,1.0439700484275818,1.04408
93,2022-12-01 07:45:00,1.04455,1.045,1.04505,1.04455,1.0446479797363282,60.53955123190575,0.0004545802024722434,0.0004118594106331147,1.0447500348091125,1.0439700484275818,1.04223
94,2022-12-01 07:50:00,1.04422,1.0446,1.04476,1.04417,1.0446139812469482,51.75848656891044,0.00040730865117666326,0.00041094925874182443,1.0447900295257568,1.0439700484275818,1.04132
95,2022-12-01 07:55:00,1.04458,1.04424,1.0447,1.04407,1.044621968269348,58.97256262916041,0.00039434975178487264,0.00040762935735043414,1.0448700189590454,1.0439700484275818,1.04167
96,2022-12-01 08:00:00,1.04435,1.04455,1.04455,1.04421,1.044543981552124,53.314262566034216,0.0003613587874340407,0.0003983752433671555,1.044854998588562,1.0439700484275818,1.04241
97,2022-12-01 08:05:00,1.04424,1.04435,1.04469,1.04424,1.044387984275818,50.72665074182571,0.0003226157810938268,0.0003832233509124898,1.044854998588562,1.0439700484275818,1.04278
98,2022-12-01 08:10:00,1.04432,1.04424,1.04451,1.04419,1.0443419933319091,52.58550425424605,0.0002949659641826585,0.00036557187356652356,1.0448350310325623,1.0439700484275818,1.0415
99,2022-12-01 08:15:00,1.04441,1.04428,1.0445,1.04427,1.044379997253418,54.72106161317706,0.0002771212943075696,0.0003478817577147328,1.0448300242424011,1.0440750122070312,1.04116
100,2022-12-01 08:20:00,1.04434,1.04441,1.04445,1.04413,1.044332003593445,52.67166601067373,0.0002544002308433324,0.0003291854523404527,1.0448050498962402,1.044160008430481,1.04199
101,2022-12-01 08:25:00,1.04421,1.04434,1.04456,1.04406,1.0443039894104005,48.890385572834155,0.00022332473581987422,0.000308013309036337,1.0447500348091125,1.0442000031471252,1.04281
102,2022-12-01 08:30:00,1.04447,1.04421,1.04452,1.04413,1.044349980354309,55.919446073903764,0.0002171732053912745,0.0002898452883073245,1.044605016708374,1.0442750453948975,1.0432
103,2022-12-01 08:35:00,1.04485,1.04451,1.04498,1.04441,1.0444559812545777,63.96777769725269,0.00024019524052798502,0.00027991527875145664,1.0447150468826294,1.0444700121879578,1.04351
104,2022-12-01 08:40:00,1.04488,1.04482,1.04516,1.0448,1.0445499897003174,64.53647406040386,0.00025789159223044145,0.0002755105414472536,1.0448050498962402,1.044575035572052,1.04388
105,2022-12-01 08:45:00,1.04536,1.04489,1.0454,1.04475,1.0447539806365966,72.297778518936,0.00030710286044044466,0.0002818290052458918,1.044925034046173,1.0446950197219849,1.04465
106,2022-12-01 08:50:00,1.04557,1.04537,1.04564,1.04521,1.0450259923934937,74.96239780168797,0.0003589148172078449,0.0002972461676382824,1.045045018196106,1.0448150038719177,1.04469
107,2022-12-01 08:55:00,1.04559,1.04556,1.04564,1.04523,1.0452500104904174,75.21496156156451,0.0003970156415387116,0.0003172000624183683,1.045045018196106,1.0448150038719177,1.04381
108,2022-12-01 09:00:00,1.04524,1.04564,1.04593,1.04502,1.0453280210494995,62.89525315281003,0.00039442221375951547,0.00033264449268659773,1.0451900362968445,1.0449600219726562,1.04361
109,2022-12-01 09:05:00,1.04489,1.04526,1.04542,1.04489,1.045330023765564,53.211208111213814,0.00035997537965770654,0.0003381106700808195,1.0452250242233276,1.0450299978256226,1.04409
110,2022-12-01 09:10:00,1.04475,1.04494,1.04505,1.04444,1.0452080249786377,49.80147458912086,0.00031771108756983857,0.00033403075357862336,1.0452250242233276,1.0451350212097168,1.04449
111,2022-12-01 09:15:00,1.04607,1.04475,1.04619,1.04471,1.0453080177307128,69.95842817524574,0.0003862769003764033,0.0003444799829381794,1.045585036277771,1.0453050136566162,1.04418
112,2022-12-01 09:20:00,1.04568,1.04606,1.0464,1.0456,1.045326018333435,61.81179724006555,0.0004044887251879459,0.00035648173138813275,1.0457249879837036,1.045424997806549,1.04411
113,2022-12-01 09:25:00,1.04489,1.0457,1.04571,1.04471,1.0452560186386108,48.97383650878693,0.00035112775080192726,0.00035541093527089167,1.0457249879837036,1.045424997806549,1.04371
114,2022-12-01 09:30:00,1.04442,1.04489,1.04497,1.0443,1.0451620101928711,43.061236914679455,0.0002678230175745533,0.000337893351731624,1.0456849932670593,1.045424997806549,1.04364
115,2022-12-01 09:35:00,1.0443,1.04444,1.04481,1.04399,1.0450720071792603,41.634868467620365,0.00018992752231516974,0.00030830018584833316,1.0456050038337708,1.045424997806549,1.0438
116,2022-12-01 09:40:00,1.04368,1.04428,1.0444,1.0435,1.0445940017700195,34.984627905520995,7.7274582986675e-05,0.00026209506527600157,1.0453999638557434,1.0453999638557434,1.04408
117,2022-12-01 09:45:00,1.04408,1.04371,1.04428,1.04363,1.0442739963531493,41.665017893456934,2.0047237896170245e-05,0.00021368549980003531,1.0453400015830994,1.0453400015830994,1.04426
118,2022-12-01 09:50:00,1.04223,1.04408,1.04408,1.04164,1.0437419891357422,27.268742487995812,-0.0001725965223846604,0.00013642909536309617,1.0452399849891663,1.0452399849891663,1.04442
119,2022-12-01 09:55:00,1.0403,1.0422,1.04223,1.03936,1.0429179906845092,19.470505788482285,-0.0004755213176177442,1.4039012766928105e-05,1.044314980506897,1.044314980506897,1.04467
120,2022-12-01 10:00:00,1.04132,1.0403,1.04132,1.0393,1.0423219919204711,31.049027540492073,-0.0006260726063342936,-0.00011398331105331625,1.0438599586486816,1.0438599586486816,1.045
121,2022-12-01 10:05:00,1.0411,1.04133,1.04167,1.041,1.0418060064315795,30.01502883613551,-0.0007544363267613097,-0.00024207391419491496,1.0435149669647217,1.0438599586486816,1.04492
122,2022-12-01 10:10:00,1.04237,1.04111,1.04241,1.04109,1.0414639949798583,42.33517867493676,-0.0007451031475194103,-0.0003426797608598141,1.0431450009346008,1.0438599586486816,1.04477
123,2022-12-01 10:15:00,1.04118,1.04235,1.04278,1.04112,1.0412539958953857,35.77782936276408,-0.0008242241808831263,-0.00043898864486447656,1.0430650115013123,1.0438599586486816,1.04462
124,2022-12-01 10:20:00,1.04102,1.04123,1.0415,1.04096,1.041398000717163,34.96873480020726,-0.000889582573235348,-0.0005291074305386509,1.042859971523285,1.0438599586486816,1.04432
125,2022-12-01 10:25:00,1.04109,1.04099,1.04116,1.04034,1.0413520097732545,35.675708699025705,-0.0009250694784230795,-0.0006082998401155367,1.0427200198173523,1.043779969215393,1.04379
126,2022-12-01 10:30:00,1.0418,1.04106,1.04199,1.04103,1.0414920091629027,42.698665421144554,-0.000885691490426499,-0.0006637781701777292,1.0426200032234192,1.043779969215393,1.04341
127,2022-12-01 10:35:00,1.04274,1.04179,1.04281,1.04167,1.041566014289856,50.62789708965226,-0.0007697634573557988,-0.0006849752276133432,1.0419849753379822,1.043779969215393,1.04314
128,2022-12-01 10:40:00,1.04303,1.04272,1.0432,1.04236,1.0419360160827638,52.86412392574731,-0.000647027626685448,-0.0006773857074277641,1.0421800017356873,1.043779969215393,1.04384
129,2022-12-01 10:45:00,1.04282,1.04302,1.04351,1.04266,1.042296004295349,51.00516550410124,-0.0005602494089311794,-0.0006539584477284471,1.0423349738121033,1.043779969215393,1.04385
130,2022-12-01 10:50:00,1.04364,1.04286,1.04388,1.04271,1.0428060054779054,57.4897116298358,-0.00042045981577687463,-0.0006072587213381326,1.042519986629486,1.043779969215393,1.04258
131,2022-12-01 10:55:00,1.04441,1.04364,1.04465,1.04361,1.0433279991149902,62.64732166705502,-0.0002447241581859938,-0.0005347518087077049,1.0429049730300903,1.043779969215393,1.0431
132,2022-12-01 11:00:00,1.04369,1.0444,1.04469,1.04352,1.0435179948806763,55.63399822414811,-0.0001616884675266217,-0.0004601391404714883,1.0429250001907349,1.043779969215393,1.04305
133,2022-12-01 11:05:00,1.04302,1.0437,1.04381,1.04301,1.0435159921646118,49.862932222902096,-0.00014823321112289456,-0.0003977579546017696,1.0429250001907349,1.043779969215393,1.04313
134,2022-12-01 11:10:00,1.0436,1.04298,1.04361,1.04269,1.0436719894409179,54.411504008178966,-8.973800377809482e-05,-0.00033615396443703463,1.043340027332306,1.043779969215393,1.04346
135,2022-12-01 11:15:00,1.04406,1.0436,1.04409,1.04353,1.0437559843063355,57.7868140930266,-6.188328024459011e-06,-0.0002701608371545195,1.043749988079071,1.043779969215393,1.04344
136,2022-12-01 11:20:00,1.04384,1.04405,1.04449,1.04373,1.043641996383667,55.59999795373941,4.1796179799158395e-05,-0.00020776943376378393,1.0439450144767761,1.043779969215393,1.04402
137,2022-12-01 11:25:00,1.04401,1.04383,1.04418,1.04335,1.0437060117721557,56.9975168811131,9.247522095456873e-05,-0.0001477205028201134,1.0440999865531921,1.043779969215393,1.04405
138,2022-12-01 11:30:00,1.04354,1.044,1.04411,1.04344,1.0438100099563599,51.971703032549264,9.363092759362424e-05,-9.945021673736588e-05,1.0441499948501587,1.043434977531433,1.04405
139,2022-12-01 11:35:00,1.0431,1.04354,1.04371,1.04287,1.0437100172042846,47.60569867459647,5.836954286109197e-05,-6.788626481767432e-05,1.0441499948501587,1.0430650115013123,1.04377
140,2022-12-01 11:40:00,1.04357,1.04309,1.04364,1.04293,1.0436120271682738,52.356442588595264,6.757416801983496e-05,-4.0794178250172465e-05,1.0441499948501587,1.0429850220680237,1.04366
141,2022-12-01 11:45:00,1.04376,1.04357,1.0438,1.04317,1.0435960054397584,54.21982299285356,8.916444265705259e-05,-1.4802454068727454e-05,1.0440499782562256,1.0429250001907349,1.0438
142,2022-12-01 11:50:00,1.04376,1.04378,1.04408,1.04354,1.0435459852218627,54.219822992853565,0.00010506378098940061,9.17079294289816e-06,1.0440499782562256,1.0429250001907349,1.04411
143,2022-12-01 11:55:00,1.04415,1.04374,1.04426,1.04371,1.043667984008789,58.35048613480955,0.00014743854221133113,3.6824342796584757e-05,1.044064998626709,1.0429250001907349,1.04446
144,2022-12-01 12:00:00,1.04408,1.04414,1.04442,1.04378,1.0438639879226685,57.319560216321136,0.0001733758108271033,6.413463640268847e-05,1.044064998626709,1.0429250001907349,1.04498
145,2022-12-01 12:05:00,1.04431,1.04408,1.04467,1.04394,1.0440119743347167,59.9060649590504,0.00021006520619248903,9.33207503606486e-05,1.0441550016403198,1.0429250001907349,1.04432
146,2022-12-01 12:10:00,1.0446,1.04429,1.045,1.04429,1.0441799879074096,63.044617923061445,0.0002595533444889053,0.00012656726918629994,1.044319987297058,1.0430799722671509,1.04426
147,2022-12-01 12:15:00,1.0446,1.0446,1.04492,1.0444,1.0443480014801025,63.04461792306144,0.00029536822954190356,0.00016032746125742067,1.044319987297058,1.0430799722671509,1.04499
148,2022-12-01 12:20:00,1.04439,1.0446,1.04477,1.04409,1.0443959951400756,58.920811458718894,0.00030330643741116603,0.00018892325648816975,1.044319987297058,1.0430799722671509,1.0452
149,2022-12-01 12:25:00,1.04429,1.0444,1.04462,1.04419,1.0444379806518556,56.94994536924228,0.00029809081571396945,0.0002107567683333297,1.0443999767303467,1.0430799722671509,1.0454
150,2022-12-01 12:30:00,1.04365,1.0443,1.04432,1.04349,1.0443059921264648,46.00931791980252,0.0002395600684597099,0.00021651742835860575,1.044539988040924,1.0430799722671509,1.04534
151,2022-12-01 12:35:00,1.04324,1.04365,1.04379,1.04309,1.044033980369568,40.473036786179655,0.00015825968515970068,0.00020486587971882473,1.0443949699401855,1.043494999408722,1.04522
152,2022-12-01 12:40:00,1.04283,1.04324,1.04341,1.04273,1.0436799764633178,35.70119226968211,6.005585308699324e-05,0.00017590387439245846,1.0442049503326416,1.043904960155487,1.04549
153,2022-12-01 12:45:00,1.04314,1.04282,1.04314,1.0427,1.0434299945831298,41.49761111783377,7.165530884867266e-06,0.00014215620569094022,1.0440700054168701,1.0440700054168701,1.04531
154,2022-12-01 12:50:00,1.04379,1.04312,1.04384,1.04311,1.0433300018310547,51.64918972693688,1.749177754173381e-05,0.00011722332006109893,1.0440700054168701,1.0440700054168701,1.04449
