,var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var1(t)
34,0.061742783,0.06101799,0.06856918,0.072870255,0.05577469,0.7572114,0.5885254,0.62336075,0.052707672,0.012928009,0.029550552,0.060417175
35,0.060417175,0.06196785,0.066679,0.06947327,0.056772232,0.72782034,0.5843602,0.6209755,0.05443573,0.012928009,0.031866074,0.07291603
36,0.07291603,0.060071945,0.07366943,0.06985092,0.05968666,0.83458376,0.588758,0.62005204,0.059812546,0.015592575,0.034183502,0.07859802
37,0.07859802,0.07182121,0.08122444,0.078157425,0.063446045,0.86913675,0.5948971,0.620688,0.06365013,0.02319336,0.034570694,0.08390236
38,0.08390236,0.077884674,0.089725494,0.088163376,0.06801224,0.8971426,0.60205686,0.62280005,0.06797218,0.031482697,0.031671524,0.07859802
39,0.07859802,0.08338165,0.08481407,0.08684158,0.071424484,0.79090333,0.60228217,0.62454015,0.06797218,0.031482697,0.035535812,0.06439209
40,0.06439209,0.0780735,0.07801247,0.07400513,0.072229385,0.5788541,0.5906493,0.6233273,0.06941223,0.031482697,0.032445908,0.0625
41,0.0625,0.06443024,0.069890976,0.072870255,0.07011986,0.5560425,0.5787423,0.6196907,0.06998634,0.031482697,0.034183502,0.06477165
42,0.06477165,0.061588287,0.063280106,0.06683159,0.06732178,0.58138067,0.5697599,0.61477,0.07085228,0.031482697,0.040750504,0.05795288
43,0.05795288,0.06385994,0.066679,0.06947327,0.062065125,0.49672455,0.5566133,0.60788953,0.07085228,0.031482697,0.040555954,0.051893234
44,0.051893234,0.057416916,0.058935165,0.060602188,0.056655884,0.43228447,0.54090136,0.5988668,0.06864548,0.032863617,0.03630829,0.05075836
45,0.05075836,0.051355362,0.05496788,0.05890274,0.05389595,0.42066932,0.5269111,0.5885158,0.066625595,0.036319733,0.038625717,0.06136322
46,0.06136322,0.050785065,0.060256958,0.060602188,0.05366516,0.5563655,0.5228993,0.57933664,0.066625595,0.04253769,0.039785385,0.055683136
47,0.055683136,0.060451508,0.059501648,0.06229973,0.05182457,0.49168533,0.5150021,0.5702249,0.06413078,0.04253769,0.038625717,0.050569534
48,0.050569534,0.05609131,0.055913925,0.060602188,0.0503273,0.43911368,0.5045595,0.56059706,0.060674667,0.04253769,0.031288147,0.041477203
49,0.041477203,0.049648285,0.049303055,0.051727295,0.04821968,0.35969716,0.48937172,0.54949385,0.05366707,0.04253769,0.035341263,0.04299164
50,0.04299164,0.0409317,0.048734665,0.05134964,0.04664612,0.38109946,0.47829166,0.53813016,0.051748276,0.043128967,0.038625717,0.040340424
51,0.040340424,0.04263687,0.04609108,0.051538467,0.04238701,0.35776502,0.4675509,0.526634,0.050401688,0.041749954,0.04017067,0.043180466
52,0.043180466,0.039985657,0.044202805,0.048519135,0.039855957,0.40211862,0.4611598,0.51600593,0.046178818,0.040761948,0.043067932,0.050569534
53,0.050569534,0.04263687,0.049303055,0.05267334,0.039855957,0.50549114,0.46152994,0.50758636,0.046178818,0.040761948,0.050598145,0.0560627
54,0.0560627,0.050785065,0.055156708,0.059656143,0.04281044,0.57085323,0.4658265,0.5018128,0.046178818,0.040761948,0.05542755,0.057006836
55,0.057006836,0.055524826,0.057613373,0.061922073,0.045648575,0.5818097,0.46986982,0.49809942,0.045793533,0.040761948,0.05677986,0.053409576
56,0.053409576,0.05647087,0.057991028,0.062675476,0.048294067,0.5312643,0.47038972,0.4952451,0.04502678,0.040761948,0.059482574,0.047538757
57,0.047538757,0.05306053,0.052513123,0.057767868,0.04917717,0.45719254,0.4665045,0.49209166,0.04502678,0.040761948,0.05542755,0.049999237
58,0.049999237,0.047185898,0.052890778,0.057767868,0.04906273,0.4932649,0.46522287,0.4892819,0.04502678,0.040761948,0.054655075,0.046211243
59,0.046211243,0.049648285,0.048545837,0.057014465,0.047067642,0.44543093,0.46148688,0.48619747,0.04502678,0.040761948,0.057357788,0.050189972
60,0.050189972,0.045858383,0.050813675,0.057203293,0.04568672,0.50641495,0.46147394,0.48372707,0.04502678,0.040761948,0.06141472,0.05283928
61,0.05283928,0.04983902,0.053079605,0.059091568,0.04557228,0.54491496,0.46342024,0.48218656,0.04723358,0.040761948,0.06295967,0.05662918
62,0.05662918,0.05154419,0.055347443,0.06135559,0.047412872,0.5970423,0.46770036,0.48191258,0.04723358,0.040761948,0.068754196,0.047727585
63,0.047727585,0.056661606,0.055725098,0.056446075,0.0469532,0.4697538,0.4646059,0.48100048,0.04723358,0.040761948,0.06797981,0.05454445
64,0.05454445,0.047374725,0.052890778,0.05833435,0.048639297,0.5608313,0.4671075,0.48083097,0.04723358,0.038196564,0.07068443,0.053598404
65,0.053598404,0.053819656,0.056669235,0.063243866,0.049329758,0.5475314,0.46836492,0.48097694,0.046560287,0.034643173,0.066049576,0.047159195
66,0.047159195,0.05268097,0.053646088,0.058713913,0.048179626,0.46262276,0.46467012,0.48026636,0.046560287,0.030399323,0.07068443,0.05681801
67,0.05681801,0.047563553,0.055347443,0.059656143,0.04821968,0.5855056,0.46875143,0.4806118,0.046560287,0.028720856,0.077251434,0.06193161
68,0.06193161,0.05647087,0.061769485,0.06852913,0.051095963,0.6384875,0.47559965,0.48242167,0.05030632,0.028720856,0.07512665,0.058143616
69,0.058143616,0.061208725,0.06157875,0.0675869,0.05182457,0.58519566,0.478115,0.48443282,0.05136299,0.026153564,0.069524765,0.05795288
70,0.05795288,0.05760765,0.057424545,0.06588745,0.052705765,0.5824661,0.47980338,0.48641983,0.05136299,0.026153564,0.068367004,0.058523178
71,0.058523178,0.057416916,0.059690475,0.06494331,0.055007935,0.5898516,0.48137194,0.48836067,0.05136299,0.026153564,0.06546974,0.061172485
72,0.061172485,0.05817604,0.060825348,0.06947327,0.05588913,0.6250584,0.4843306,0.49057588,0.05136299,0.026153564,0.06817436,0.05265236
73,0.05265236,0.060638428,0.059690475,0.061733246,0.05401039,0.49216133,0.48028493,0.49144208,0.051748276,0.026153564,0.064697266,0.054166794
74,0.054166794,0.05211258,0.052513123,0.06229973,0.05320549,0.5150763,0.47803798,0.49163193,0.05117035,0.026153564,0.06450462,0.05662918
75,0.05662918,0.05362892,0.0564785,0.06569862,0.052936554,0.55247,0.47790846,0.49175477,0.05117035,0.026153564,0.063539505,0.059280396
76,0.059280396,0.05609131,0.059690475,0.06683159,0.05308914,0.59160274,0.47957775,0.49222687,0.05117035,0.026153564,0.065662384,0.0625
77,0.0625,0.058746338,0.061201096,0.068719864,0.053358078,0.6365672,0.48304623,0.49338123,0.05107498,0.026153564,0.064891815,0.06306839
78,0.06306839,0.06196785,0.064035416,0.07362747,0.055469513,0.6444828,0.48597085,0.49495962,0.052324295,0.029607773,0.073776245,0.07121086
79,0.07121086,0.06329346,0.071401596,0.074193954,0.058919907,0.7430862,0.4939026,0.49799848,0.056066513,0.033456802,0.077251434,0.0765152
80,0.0765152,0.07011604,0.07612419,0.08155632,0.06294823,0.792305,0.5036177,0.5026051,0.058467865,0.035923004,0.08188629,0.077272415
81,0.077272415,0.076747894,0.07744789,0.08703041,0.06659126,0.7989709,0.5113405,0.5080197,0.05914116,0.03661537,0.08652115,0.07215881
82,0.07215881,0.076747894,0.08009148,0.08155632,0.068546295,0.6845037,0.5131776,0.5127628,0.060482025,0.0379982,0.08652115,0.074430466
83,0.074430466,0.071632385,0.07612419,0.082876205,0.070848465,0.71117365,0.5157105,0.5171244,0.0625,0.0379982,0.092121124,0.07575798
84,0.07575798,0.07409477,0.07536888,0.0855217,0.071769714,0.7268153,0.5180788,0.5211441,0.06413078,0.0379982,0.08227348,0.078409195
85,0.078409195,0.0748539,0.07801247,0.084386826,0.072155,0.75758654,0.52124566,0.52506894,0.064899445,0.039182663,0.07512665,0.07992363
86,0.07992363,0.0780735,0.08197975,0.088163376,0.07268906,0.774752,0.52418286,0.5288666,0.06729889,0.041057587,0.09714317,0.08522797
87,0.08522797,0.079589844,0.08349228,0.08910942,0.07533646,0.8284955,0.5296398,0.53312665,0.07181358,0.041849136,0.1011982,0.085796356
88,0.085796356,0.083761215,0.08915901,0.09325981,0.077638626,0.8338093,0.533593,0.5374199,0.07670975,0.04480934,0.08787155,0.08958244
89,0.08958244,0.08527565,0.0884037,0.093639374,0.080438614,0.86781937,0.53864413,0.5419857,0.07670975,0.04480934,0.073581696,0.08465767
90,0.08465767,0.089063644,0.09104729,0.0959034,0.08170509,0.73092496,0.53821373,0.5455419,0.07766914,0.04579544,0.07049179,0.087501526
91,0.087501526,0.08413696,0.08651352,0.0938282,0.0832386,0.76435053,0.53909695,0.54858464,0.07766914,0.04579544,0.06257248,0.09128761
92,0.09128761,0.0862236,0.09104729,0.097415924,0.084466934,0.80449235,0.5416801,0.55159724,0.07766914,0.04579544,0.060256958,0.09659004
93,0.09659004,0.09077072,0.09747124,0.10156822,0.086652756,0.8516738,0.54666024,0.55512255,0.0822773,0.049152374,0.056394577,0.087688446
94,0.087688446,0.0956974,0.09539223,0.09911156,0.08626747,0.6513707,0.54321283,0.5571708,0.084293365,0.049152374,0.020666122,0.081438065
95,0.081438065,0.0881176,0.08991432,0.091939926,0.085617065,0.54684854,0.5351158,0.5569963,0.08506203,0.049152374,0.0030899048,0.088256836
96,0.088256836,0.08129501,0.08878136,0.09005165,0.08576965,0.6327186,0.53289604,0.5563596,0.08659744,0.049152374,0.009849548,0.08390236
97,0.08390236,0.08716965,0.08594513,0.09269333,0.08427429,0.56536716,0.5272451,0.5545848,0.08630943,0.049152374,0.024141312,0.08181763
98,0.08181763,0.08338165,0.08859253,0.09325981,0.08128166,0.53456646,0.5206089,0.55167896,0.08630943,0.049152374,0.031288147,0.08333397
99,0.08333397,0.08129501,0.08519173,0.09231758,0.08040047,0.5566926,0.51587284,0.5482937,0.085926056,0.049152374,0.0065670013,0.08503723
100,0.08503723,0.08205414,0.0850029,0.0938282,0.081129074,0.58211243,0.51281625,0.5449011,0.08583069,0.051223755,0.0,0.083711624
101,0.083711624,0.084516525,0.08405876,0.09118271,0.08020973,0.5577182,0.5089244,0.54131544,0.08535004,0.05290222,0.016031265,0.08124924
102,0.08124924,0.08319092,0.086135864,0.08986282,0.07967186,0.51270914,0.50360155,0.53725505,0.084293365,0.053689957,0.031866074,0.08617401
103,0.08617401,0.08072662,0.085380554,0.09118271,0.08055496,0.59637696,0.50254786,0.53377074,0.08150864,0.055171967,0.039398193,0.09337044
104,0.09337044,0.08641243,0.094070435,0.09646988,0.08258629,0.69217736,0.50649124,0.5318664,0.08362198,0.059020996,0.045383453,0.093940735
105,0.093940735,0.092285156,0.09747124,0.10383415,0.08438873,0.69894665,0.50952244,0.5310216,0.08535004,0.061092377,0.05253029,0.10302925
106,0.10302925,0.09361458,0.1020031,0.10288811,0.08830261,0.79133046,0.5179517,0.53223336,0.08765221,0.0634613,0.06739998,0.10700798
107,0.10700798,0.10270882,0.106536865,0.111572266,0.0935173,0.82304776,0.5268265,0.5351901,0.08995819,0.06583214,0.06817436,0.10738754
108,0.10738754,0.10630989,0.106536865,0.11195183,0.09781647,0.8260541,0.53335273,0.5390169,0.08995819,0.06583214,0.051179886,0.1007576
109,0.1007576,0.10782623,0.11201477,0.10798645,0.09931183,0.67941093,0.5329085,0.54197884,0.09274292,0.06869316,0.047315598,0.09412956
110,0.09412956,0.100624084,0.10238266,0.1055336,0.099349976,0.56414044,0.5270082,0.54302716,0.09341431,0.07007408,0.05658722,0.09147644
111,0.09147644,0.09456062,0.09539223,0.09703636,0.09700966,0.52355397,0.5197688,0.54224473,0.09341431,0.07214737,0.064310074,0.11647606
112,0.11647606,0.09095955,0.11692619,0.102134705,0.09892845,0.7634849,0.5315133,0.5442487,0.10032654,0.075502396,0.058324814,0.10909271
113,0.10909271,0.11578369,0.12089157,0.11893654,0.09927368,0.66651446,0.53463274,0.5465504,0.10301399,0.07787132,0.056970596,0.09412956
114,0.09412956,0.10896301,0.10785866,0.102134705,0.09793091,0.51370245,0.52549267,0.54634506,0.10301399,0.07787132,0.04924774,0.08522797
115,0.08522797,0.09361458,0.09388161,0.09439278,0.09612656,0.44332397,0.51122355,0.5429855,0.10224724,0.07787132,0.04789543,0.08295441
116,0.08295441,0.08508682,0.09086037,0.08854103,0.094400406,0.42634577,0.497881,0.53731006,0.10070801,0.07787132,0.050985336,0.07121086
117,0.07121086,0.08205414,0.08311272,0.07929039,0.085235596,0.34718704,0.47858492,0.52844876,0.09677124,0.07737541,0.056394577,0.07878876
118,0.07878876,0.07125282,0.080848694,0.08174515,0.07909584,0.4267046,0.46878257,0.5191647,0.09562302,0.07619476,0.059869766,0.043750763
119,0.043750763,0.07826424,0.077070236,0.04417801,0.068891525,0.2553438,0.43578503,0.50434834,0.09370041,0.07421875,0.06295967,0.0071964264
120,0.0071964264,0.04263687,0.042123795,0.0011348724,0.05308914,0.16252035,0.38389766,0.48087618,0.07593918,0.0559597,0.06778717,0.026514053
121,0.026514053,0.006631851,0.024934769,0.0,0.04166031,0.30034107,0.35811007,0.45632383,0.06720352,0.046977997,0.07415962,0.022348404
122,0.022348404,0.02614975,0.03154564,0.032094955,0.03176117,0.2880332,0.33612293,0.4317584,0.0605793,0.046977997,0.07261467,0.04640007
123,0.04640007,0.021982193,0.045524597,0.033792496,0.025201797,0.4346816,0.33772156,0.41246405,0.053474426,0.046977997,0.069719315,0.023864746
124,0.023864746,0.04548073,0.052513123,0.034360886,0.021177292,0.3566286,0.3241691,0.3939938,0.051940918,0.046977997,0.06682205,0.02083397
125,0.02083397,0.024255753,0.028333664,0.031337738,0.023939133,0.34699786,0.31297398,0.37671065,0.04800415,0.046977997,0.061027527,0.022159576
126,0.022159576,0.019706726,0.021911621,0.01963234,0.02305603,0.35541308,0.3068955,0.361523,0.045316696,0.045398712,0.050792694,0.035606384
127,0.035606384,0.02103424,0.037591934,0.032661438,0.02573967,0.43900824,0.31364048,0.3508833,0.04339409,0.045398712,0.043453217,0.053409576
128,0.053409576,0.03486824,0.053079605,0.044742584,0.027160645,0.53339094,0.33349755,0.3468181,0.031202316,0.045398712,0.038240433,0.05890274
129,0.05890274,0.052490234,0.060447693,0.057767868,0.03425598,0.56000906,0.3545207,0.3482736,0.03494644,0.045398712,0.05175972,0.05492401
130,0.05492401,0.05817604,0.066301346,0.06343269,0.041160583,0.5378816,0.36938477,0.3527665,0.037921906,0.045398712,0.051950455,0.07045555
131,0.07045555,0.055145264,0.07329178,0.06437492,0.050941467,0.6150681,0.39332902,0.36172268,0.041475296,0.045398712,0.027423859,0.08503723
132,0.08503723,0.06992531,0.08783531,0.08136749,0.06095314,0.6764598,0.42343044,0.37562817,0.048866272,0.045398712,0.037467957,0.071401596
133,0.071401596,0.0843277,0.08859253,0.079668045,0.064596176,0.59297925,0.43765345,0.38993752,0.049251556,0.045398712,0.036502838,0.058712006
134,0.058712006,0.07106209,0.071969986,0.07003975,0.06455994,0.5242855,0.43995816,0.40190107,0.049251556,0.045398712,0.03804779,0.06969643
135,0.06969643,0.057416916,0.06819153,0.063999176,0.06755066,0.57842773,0.4499777,0.4137156,0.05721855,0.045398712,0.044420242,0.078409195
136,0.078409195,0.06916618,0.07725906,0.07985687,0.06916237,0.61860454,0.46428874,0.42637187,0.06509209,0.045398712,0.04403305,0.074243546
137,0.074243546,0.07769394,0.08481407,0.08363342,0.06697655,0.59257454,0.4725079,0.4383374,0.06883812,0.045398712,0.05523491,0.07746315
138,0.07746315,0.07352638,0.07895851,0.07645798,0.06820297,0.6092094,0.4811886,0.44985366,0.07181358,0.045398712,0.055812836,0.068561554
139,0.068561554,0.076747894,0.07763481,0.078157425,0.07019806,0.54938644,0.48138657,0.45911103,0.07277298,0.038589478,0.055812836,0.06022644
140,0.06022644,0.06803131,0.0700798,0.06739807,0.06827927,0.49741733,0.4753467,0.46516442,0.07277298,0.031288147,0.050405502,0.069129944
141,0.069129944,0.059503555,0.06875801,0.06852913,0.06640053,0.55396605,0.47692335,0.47036016,0.07277298,0.029706955,0.048282623,0.072725296
142,0.072725296,0.0685997,0.07177925,0.07306099,0.066093445,0.5761461,0.48062152,0.4753449,0.07085228,0.028522491,0.050985336,0.072725296
143,0.072725296,0.07257843,0.077070236,0.0800457,0.06513405,0.5761461,0.48334488,0.47994253,0.07085228,0.028522491,0.056970596,0.080114365
144,0.080114365,0.07182121,0.08046913,0.08325577,0.067474365,0.625314,0.49060315,0.48524597,0.07114029,0.028522491,0.063734055,0.07878876
145,0.07878876,0.079401016,0.08349228,0.08457565,0.07123375,0.6130428,0.4950459,0.49048358,0.07114029,0.028522491,0.073776245,0.083143234
146,0.083143234,0.07826424,0.08821297,0.08759689,0.07406998,0.64383024,0.5013304,0.49608096,0.07286835,0.028522491,0.061027527,0.0886364
147,0.0886364,0.082242966,0.09444618,0.09420395,0.077293396,0.6811889,0.50980705,0.502457,0.07603645,0.03158188,0.059869766,0.0886364
148,0.0886364,0.0881176,0.09293556,0.09628105,0.08051491,0.6811889,0.51594174,0.50893164,0.07603645,0.03158188,0.07396698,0.08465767
149,0.08465767,0.0881176,0.09010315,0.090429306,0.081438065,0.6321026,0.51730144,0.51441574,0.07603645,0.03158188,0.07802391,0.08276367
150,0.08276367,0.0843277,0.08727074,0.09231758,0.08224106,0.6086431,0.5164081,0.518603,0.07757187,0.03158188,0.08188629,0.07064438
151,0.07064438,0.08243179,0.0816021,0.07910347,0.07971001,0.47841543,0.50638247,0.5197078,0.08025932,0.03158188,0.08072662,0.062877655
152,0.062877655,0.07011604,0.07159042,0.07155037,0.07449341,0.4125163,0.4924567,0.5174733,0.0774765,0.03977394,0.078409195,0.05511284
153,0.05511284,0.062345505,0.06441307,0.064754486,0.06770325,0.3557164,0.47563556,0.5119189,0.07382774,0.04786873,0.083623886,0.060985565
154,0.060985565,0.05438614,0.059314728,0.064188,0.06290817,0.42471194,0.4665761,0.5054467,0.07123566,0.051124573,0.0801487,0.07329559
155,0.07329559,0.060071945,0.07253647,0.071928024,0.060991287,0.54554754,0.46834484,0.500665,0.07123566,0.051124573,0.064310074,0.039772034
156,0.039772034,0.07219887,0.07272339,0.047950745,0.054739,0.33387703,0.44551095,0.49172652,0.070466995,0.051124573,0.07106972,0.04734993
157,0.04734993,0.03941536,0.048734665,0.04644203,0.05159378,0.39652604,0.43331373,0.4818444,0.06365013,0.045597076,0.08285141,0.058143616
158,0.058143616,0.046806335,0.05855751,0.057203293,0.05220604,0.47758907,0.43191022,0.4736244,0.062213898,0.045597076,0.0928936,0.05681801
159,0.05681801,0.057416916,0.057613373,0.063243866,0.05136299,0.46936846,0.4302355,0.46667343,0.059331894,0.045597076,0.11954689,0.058712006
160,0.058712006,0.05609131,0.0591259,0.060602188,0.04840851,0.48456484,0.4306902,0.46121442,0.054819107,0.045597076,0.12456703,0.065151215
161,0.065151215,0.058366776,0.06535721,0.06777382,0.05355072,0.53608555,0.43608695,0.45805573,0.054819107,0.045597076,0.16087341,0.06647682
162,0.06647682,0.0648098,0.06497955,0.06947327,0.057424545,0.5467173,0.4416048,0.4567644,0.054819107,0.045597076,0.17844772,0.07632446
163,0.07632446,0.06594467,0.07593727,0.077215195,0.061107635,0.62165904,0.45330364,0.45835102,0.056451797,0.045597076,0.19660187,0.07556915
164,0.07556915,0.074474335,0.07650185,0.08306503,0.06490517,0.6140511,0.462061,0.46158135,0.0567379,0.045597076,0.16840553,0.07178116
165,0.07178116,0.075042725,0.07650185,0.08061218,0.06755066,0.5745937,0.46622637,0.46509835,0.0567379,0.045597076,0.14889908,0.060037613
166,0.060037613,0.07106209,0.07121277,0.07098389,0.06651497,0.46779263,0.46100807,0.46674344,0.061252594,0.045597076,0.18018723,0.068561554
167,0.068561554,0.059503555,0.069135666,0.06777382,0.06693649,0.5448761,0.46311814,0.468532,0.061252594,0.045597076,0.16570091,0.072725296
168,0.072725296,0.067840576,0.07177925,0.077215195,0.066207886,0.5795735,0.467802,0.47101173,0.062021255,0.045597076,0.17381477,0.07916832
169,0.07916832,0.07219887,0.07763481,0.083444595,0.06693649,0.630346,0.4760909,0.4748516,0.06557083,0.045597076,0.18288994,0.08276367
170,0.08276367,0.0786438,0.08424759,0.088918686,0.06916237,0.6573226,0.48505747,0.47993138,0.06893349,0.045597076,0.18462753,0.07935524
171,0.07935524,0.08186531,0.094070435,0.090429306,0.07307434,0.61755824,0.48939833,0.48496726,0.07603836,0.045597076,0.17960739,0.07348442
172,0.07348442,0.079021454,0.0816021,0.08382225,0.07406998,0.55246186,0.48829016,0.48874784,0.07603836,0.045597076,0.18791008,0.07746315
173,0.07746315,0.07295799,0.08046913,0.08136749,0.07503128,0.5903405,0.4900306,0.492162,0.07603836,0.045402527,0.19099998,0.09545517
174,0.09545517,0.07693863,0.094257355,0.088918686,0.07832909,0.7234492,0.50409335,0.4980424,0.07613182,0.045497894,0.20394135,0.09261513
175,0.09261513,0.094940186,0.09822464,0.100624084,0.08032417,0.6900474,0.51262057,0.5046562,0.078149796,0.047571182,0.1971817,0.10018921
176,0.10018921,0.092285156,0.1020031,0.1042099,0.084545135,0.73789287,0.5242276,0.5125464,0.08141327,0.049545288,0.21417618,0.09716034
177,0.09716034,0.09967804,0.100868225,0.10666466,0.0893383,0.69994515,0.5304645,0.52025515,0.08438873,0.049545288,0.22730827,0.099430084
178,0.099430084,0.09626579,0.0986042,0.09628105,0.09378815,0.7158151,0.5362475,0.5277172,0.08583069,0.049545288,0.22441292,0.08787727
179,0.08787727,0.098918915,0.10370445,0.09854698,0.09225464,0.57797277,0.53163546,0.532654,0.08669281,0.050432205,0.23542023,0.0867424
180,0.0867424,0.0881176,0.10030365,0.097415924,0.09106445,0.56579435,0.5264473,0.5354417,0.08669281,0.050432205,0.22846603,0.078409195
181,0.078409195,0.08603287,0.08481407,0.07872391,0.086652756,0.4813274,0.51567405,0.5352594,0.08669281,0.050432205,0.21012115,0.09147644
182,0.09147644,0.0780735,0.09142494,0.09005165,0.085502625,0.60169643,0.5160879,0.53520626,0.08890152,0.050432205,0.1888771,0.10359955
183,0.10359955,0.09077072,0.102947235,0.09967995,0.08634567,0.6860563,0.52457935,0.5370652,0.08890152,0.055072784,0.17728996,0.112688065
184,0.112688065,0.10270882,0.11277008,0.10893059,0.091371536,0.73790956,0.53711504,0.5413595,0.09350777,0.05981064,0.1761303,0.13825798
185,0.13825798,0.11218262,0.13883781,0.12233353,0.101802826,0.8419126,0.5645656,0.5509418,0.10675812,0.07422066,0.16222382,0.13409233
186,0.13409233,0.13757706,0.14374924,0.14159012,0.113082886,0.7992411,0.5819365,0.5624976,0.109256744,0.079847336,0.16937065,0.1804924
187,0.1804924,0.13378716,0.17926025,0.12667656,0.13110924,0.9173364,0.6276942,0.5819887,0.12730217,0.09839821,0.16724586,0.19678116
188,0.19678116,0.18097305,0.19644928,0.16254425,0.14998436,0.94284356,0.6734448,0.6078265,0.13604164,0.10955238,0.18501472,0.18655205
189,0.18655205,0.19708061,0.21420479,0.19501686,0.1649437,0.86153847,0.69953907,0.6343399,0.14506531,0.118831635,0.18288994,0.1632576
190,0.1632576,0.1862793,0.18662834,0.17443848,0.17000389,0.7042758,0.70050776,0.6557676,0.14842415,0.118831635,0.15006065,0.16875076
191,0.16875076,0.1629715,0.16754913,0.1621666,0.17702675,0.7219442,0.7025498,0.673367,0.15427971,0.118831635,0.15411377,0.17083168
192,0.17083168,0.16846657,0.19815063,0.17689323,0.17506981,0.7289434,0.70294845,0.6875358,0.15927505,0.118831635,0.16338539,0.16477203
193,0.16477203,0.17092896,0.18398094,0.17311668,0.16858482,0.6860998,0.6961812,0.6973555,0.1725235,0.120212555,0.16628075,0.189394
194,0.189394,0.1642971,0.19191742,0.17576027,0.16916084,0.77094257,0.7060115,0.7074125,0.17501831,0.12327194,0.16628075,0.20094681
195,0.20094681,0.18893242,0.20079422,0.19520569,0.17679596,0.80326235,0.71930563,0.71843505,0.18711472,0.12475395,0.17555237,0.19242287
196,0.19242287,0.2001133,0.20249367,0.19954681,0.18158913,0.7418882,0.72067815,0.72756046,0.18711472,0.12475395,0.1647358,0.19299126
197,0.19299126,0.19215393,0.19758224,0.1918087,0.18607712,0.7438563,0.71925426,0.7345419,0.18711472,0.12475395,0.17902946,0.20037842
198,0.20037842,0.19177628,0.20570564,0.20294571,0.1932888,0.77013487,0.72057486,0.74042284,0.18279648,0.12475395,0.18173218,0.21079445
199,0.21079445,0.20125008,0.20872688,0.20237923,0.1976242,0.8046642,0.7262149,0.74639046,0.18432999,0.12702179,0.18771744,0.19280243
200,0.19280243,0.21091461,0.22138405,0.20294571,0.19597244,0.66583914,0.71468043,0.74858177,0.19911575,0.13077354,0.18443489,0.2098484
201,0.2098484,0.1925335,0.21477318,0.20313454,0.19950294,0.73105973,0.7151001,0.75042874,0.19911575,0.13077354,0.18037987,0.22973442
202,0.22973442,0.209589,0.23139572,0.22106934,0.20694542,0.7921453,0.72692984,0.75455534,0.2082367,0.1360054,0.1757431,0.23674202
203,0.23674202,0.22929573,0.2442398,0.23768234,0.21430969,0.8111523,0.73827314,0.7603967,0.21764565,0.14271545,0.16570091,0.2359848
204,0.2359848,0.23422241,0.2414074,0.24258995,0.21940994,0.8050758,0.74350286,0.7662409,0.21764565,0.14271545,0.14156151,0.23768806
205,0.23768806,0.2467308,0.25217247,0.23579407,0.22850037,0.8104289,0.7456602,0.7713993,0.22167587,0.14686012,0.12688255,0.22897911
206,0.22897911,0.23782349,0.24537277,0.23862457,0.2323761,0.7332441,0.73787177,0.773782,0.22580528,0.14686012,0.12630463,0.20643997
207,0.20643997,0.22797012,0.22742844,0.20067978,0.22765732,0.5715825,0.71240294,0.76998496,0.2273407,0.15031433,0.15759087,0.1753788
208,0.1753788,0.2057972,0.20664978,0.17028618,0.21523094,0.42051542,0.6672249,0.75683063,0.22628593,0.15633583,0.17168999,0.17443085
209,0.17443085,0.17490959,0.19531822,0.18123436,0.2027626,0.41663003,0.62884426,0.7377126,0.22052765,0.1614685,0.18791008,0.17632484
210,0.17632484,0.1737709,0.19418335,0.1814251,0.19033432,0.42881972,0.59827745,0.71557343,0.21994972,0.17508698,0.18617249,0.17708397
211,0.17708397,0.17585754,0.18058205,0.16650963,0.17982483,0.43410915,0.57336146,0.6922827,0.21303749,0.17765427,0.18173218,0.18541718
212,0.18541718,0.17642593,0.18757057,0.18538666,0.17556763,0.49271232,0.5586217,0.6703495,0.21303749,0.19009209,0.1937046,0.18162918
213,0.18162918,0.1843853,0.18549347,0.16934204,0.1768341,0.46949732,0.54327726,0.64936674,0.21303749,0.19009209,0.19524956,0.20094681
214,0.20094681,0.18078423,0.20287132,0.18368912,0.1822033,0.59307474,0.54430383,0.6328105,0.20958138,0.19009209,0.1923542,0.17140198
215,0.17140198,0.20049095,0.20079422,0.18236732,0.18120575,0.43163896,0.5228929,0.61477095,0.20046043,0.19009209,0.19447708,0.16666603
216,0.16666603,0.16998291,0.168684,0.14744186,0.17909431,0.41080523,0.5020464,0.5956712,0.18385315,0.19009209,0.20799446,0.17102242
217,0.17102242,0.16638184,0.17264938,0.1676426,0.17617989,0.43976974,0.4884376,0.577344,0.18193054,0.19068336,0.20625687,0.1823883
218,0.1823883,0.1705494,0.18171692,0.18104553,0.17633247,0.5118118,0.48571205,0.56207186,0.18193054,0.19068336,0.2002716,0.18181801
219,0.18181801,0.18192291,0.18454933,0.18538666,0.17246056,0.5084143,0.48293412,0.5492321,0.18193054,0.19068336,0.18868446,0.18598366
220,0.18598366,0.18059349,0.18454933,0.18066788,0.17541504,0.5362329,0.48356256,0.53910106,0.18193054,0.19068336,0.19447708,0.18446922
221,0.18446922,0.1857109,0.19361687,0.19426155,0.17901993,0.52532357,0.48275438,0.53081524,0.18193054,0.19068336,0.19196701,0.1734848
