25,8,25,60:40,0.002276644,0.182180607,
25,8,25,70:30,0.002387826,0.192254875,
25,8,25,80:20,0.002287862,0.183998141,
25,8,25,90:10,0.003297858,0.277056219,
25,8,50,60:40,0.002204218,0.176082447,
25,8,50,70:30,0.002167961,0.172881549,
25,8,50,80:20,0.002204806,0.176754757,
25,8,50,90:10,0.00274074,0.230129738,
25,8,75,60:40,0.002460706,0.198132941,
25,8,75,70:30,0.0023108,0.185027998,
25,8,75,80:20,0.00240378,0.19281446,
25,8,75,90:10,0.002410825,0.193184637,
25,8,100,60:40,0.003021013,0.250473036,
25,8,100,70:30,0.00244276,0.195785961,
25,8,100,80:20,0.002763274,0.227360101,
25,8,100,90:10,0.002357534,0.189237588,
25,16,25,60:40,0.003138011,0.267378427,
25,16,25,70:30,0.002344983,0.191811379,
25,16,25,80:20,0.002252691,0.19516052,
25,16,25,90:10,0.002337732,0.191141106,
25,16,50,60:40,0.002455989,0.200045295,
25,16,50,70:30,0.003422986,0.300327642,
25,16,50,80:20,0.002755492,0.239107735,
25,16,50,90:10,0.002465281,0.201517926,
25,16,75,60:40,0.00461608,0.411433214,
25,16,75,70:30,0.001702239,0.140404003,
25,16,75,80:20,0.002866656,0.24801658,
25,16,75,90:10,0.002884941,0.251306989,
25,16,100,60:40,0.003359342,0.295218383,
25,16,100,70:30,0.004003774,0.353421946,
25,16,100,80:20,0.003051764,0.266047404,
25,16,100,90:10,0.003511863,0.307969726,
25,32,25,60:40,0.001529802,0.128057925,
25,32,25,70:30,0.00144437,0.120019354,
25,32,25,80:20,0.001549172,0.128029613,
25,32,25,90:10,0.001445053,0.121107651,
25,32,50,60:40,0.001444949,0.120552792,
25,32,50,70:30,0.001506389,0.126844062,
25,32,50,80:20,0.001574094,0.133232237,
25,32,50,90:10,0.001700653,0.145464577,
25,32,75,60:40,0.001474793,0.122978224,
25,32,75,70:30,0.001398466,0.116109755,
25,32,75,80:20,0.001478705,0.124098815,
25,32,75,90:10,0.001605379,0.13503161,
25,32,100,60:40,0.001301315,0.106534117,
25,32,100,70:30,0.001670599,0.141759496,
25,32,100,80:20,0.001591451,0.134415482,
25,32,100,90:10,0.00160059,0.134836545,
25,64,25,60:40,0.00074046,0.05735904,
25,64,25,70:30,0.000766013,0.059288897,
25,64,25,80:20,0.000834056,0.064984139,
25,64,25,90:10,0.00077789,0.060684344,
25,64,50,60:40,0.000804546,0.062917097,
25,64,50,70:30,0.000889935,0.070390292,
25,64,50,80:20,0.000802874,0.062950049,
25,64,50,90:10,0.000937978,0.074392883,
25,64,75,60:40,0.001137834,0.096338784,
25,64,75,70:30,0.000525009,0.038496836,
25,64,75,80:20,0.000783968,0.061258982,
25,64,75,90:10,0.001025561,0.084266346,
25,64,100,60:40,0.000846137,0.066768535,
25,64,100,70:30,0.001170781,0.098825293,
25,64,100,80:20,0.000959339,0.076699303,
25,64,100,90:10,0.00094811,0.074790005,
25,128,25,60:40,0.000577758,0.043321511,
25,128,25,70:30,0.000515685,0.038077604,
25,128,25,80:20,0.000935979,0.069545361,
25,128,25,90:10,0.000923994,0.067690015,
25,128,50,60:40,0.000924157,0.067802577,
25,128,50,70:30,0.001895824,0.158219482,
25,128,50,80:20,0.001760417,0.144828181,
25,128,50,90:10,0.002283955,0.194508093,
25,128,75,60:40,0.002310636,0.197490375,
25,128,75,70:30,0.000963865,0.071271567,
25,128,75,80:20,0.000973995,0.072014489,
25,128,75,90:10,0.000456477,0.0327266,
25,128,100,60:40,0.00222784,0.189283129,
25,128,100,70:30,0.002728762,0.237508584,
25,128,100,80:20,0.001124293,0.084256037,
25,128,100,90:10,0.002734734,0.237823045,
50,8,25,60:40,0.003091143,0.26125228,
50,8,25,70:30,0.00315614,0.267450302,
50,8,25,80:20,0.00211496,0.169348717,
50,8,25,90:10,0.002219868,0.177844183,
50,8,50,60:40,0.003166221,0.268958649,
50,8,50,70:30,0.002720621,0.225573196,
50,8,50,80:20,0.002310981,0.187451136,
50,8,50,90:10,0.002139664,0.171847979,
50,8,75,60:40,0.002258966,0.18120975,
50,8,75,70:30,0.002385291,0.193280156,
50,8,75,80:20,0.002000833,0.159454753,
50,8,75,90:10,0.002302604,0.18495915,
50,8,100,60:40,0.002687824,0.222938159,
50,8,100,70:30,0.002290234,0.18429379,
50,8,100,80:20,0.002848704,0.236462848,
50,8,100,90:10,0.002154705,0.172246899,
50,16,25,60:40,0.002526939,0.212705671,
50,16,25,70:30,0.002537458,0.212811539,
50,16,25,80:20,0.002155616,0.178371777,
50,16,25,90:10,0.002280886,0.188619853,
50,16,50,60:40,0.002639555,0.221548788,
50,16,50,70:30,0.002701005,0.226149615,
50,16,50,80:20,0.002620242,0.220584776,
50,16,50,90:10,0.002379594,0.197056634,
50,16,75,60:40,0.002286167,0.186221022,
50,16,75,70:30,0.002430314,0.199477188,
50,16,75,80:20,0.002337967,0.191641226,
50,16,75,90:10,0.002372332,0.194606697,
50,16,100,60:40,0.002301398,0.188597583,
50,16,100,70:30,0.002369917,0.196462101,
50,16,100,80:20,0.00236835,0.193377305,
50,16,100,90:10,0.002595106,0.216446328,
50,32,25,60:40,0.001391225,0.115782465,
50,32,25,70:30,0.001715915,0.142333389,
50,32,25,80:20,0.001565971,0.130129454,
50,32,25,90:10,0.001609266,0.133947132,
50,32,50,60:40,0.001284947,0.107573625,
50,32,50,70:30,0.001036425,0.084337371,
50,32,50,80:20,0.001041299,0.084096001,
50,32,50,90:10,0.001573076,0.13113796,
50,32,75,60:40,0.001294481,0.107384403,
50,32,75,70:30,0.000989686,0.078750454,
50,32,75,80:20,0.001118436,0.091331691,
50,32,75,90:10,0.00148164,0.125173293,
50,32,100,60:40,0.001601763,0.135055196,
50,32,100,70:30,0.000982774,0.077927375,
50,32,100,80:20,0.001529176,0.128666149,
50,32,100,90:10,0.001009358,0.079998141,
50,64,25,60:40,0.000595013,0.044631629,
50,64,25,70:30,0.000590045,0.043939249,
50,64,25,80:20,0.00063445,0.048112773,
50,64,25,90:10,0.000662192,0.051065854,
50,64,50,60:40,0.00080374,0.062650122,
50,64,50,70:30,0.000771513,0.059824617,
50,64,50,80:20,0.000666273,0.050124171,
50,64,50,90:10,0.000857965,0.067547522,
50,64,75,60:40,0.000679727,0.051203533,
50,64,75,70:30,0.00079507,0.062144315,
50,64,75,80:20,0.000767099,0.058997981,
50,64,75,90:10,0.000848465,0.066332624,
50,64,100,60:40,0.001042348,0.083994417,
50,64,100,70:30,0.000932027,0.07334486,
50,64,100,80:20,0.000826337,0.064048672,
50,64,100,90:10,0.001096494,0.089391356,
50,128,25,60:40,0.000672384,0.051823654,
50,128,25,70:30,0.000551325,0.041068735,
50,128,25,80:20,0.001478236,0.114021497,
50,128,25,90:10,0.001104502,0.082147605,
50,128,50,60:40,0.001904772,0.151894696,
50,128,50,70:30,0.000456501,0.03257918,
50,128,50,80:20,0.00196492,0.156852615,
50,128,50,90:10,0.00103941,0.07713103,
50,128,75,60:40,0.002077007,0.168504834,
50,128,75,70:30,0.002057135,0.166720652,
50,128,75,80:20,0.00219278,0.179520342,
50,128,75,90:10,0.001929273,0.154625205,
50,128,100,60:40,0.002259282,0.18395345,
50,128,100,70:30,0.001012421,0.074575376,
50,128,100,80:20,0.002367479,0.196601823,
50,128,100,90:10,0.000434696,0.031897979,
75,8,25,60:40,0.002103175,0.168642309,
75,8,25,70:30,0.002024131,0.161526049,
75,8,25,80:20,0.002181345,0.175700907,
75,8,25,90:10,0.002278346,0.183766882,
75,8,50,60:40,0.002228656,0.180259906,
75,8,50,70:30,0.002046261,0.163819152,
75,8,50,80:20,0.002139859,0.171722809,
75,8,50,90:10,0.002096949,0.167851499,
75,8,75,60:40,0.002093555,0.167438143,
75,8,75,70:30,0.002592232,0.214513112,
75,8,75,80:20,0.002085982,0.16676489,
75,8,75,90:10,0.00207958,0.166344724,
75,8,100,60:40,0.002026419,0.161435397,
75,8,100,70:30,0.002078005,0.166154059,
75,8,100,80:20,0.003025118,0.254932302,
75,8,100,90:10,0.002082041,0.166714657,
75,16,25,60:40,0.002450965,0.204367051,
75,16,25,70:30,0.002477476,0.208398071,
75,16,25,80:20,0.00281474,0.238201767,
75,16,25,90:10,0.002566547,0.216734223,
75,16,50,60:40,0.002333684,0.192690245,
75,16,50,70:30,0.002591007,0.217527803,
75,16,50,80:20,0.002139927,0.175475201,
75,16,50,90:10,0.002667913,0.224684924,
75,16,75,60:40,0.002686505,0.225358666,
75,16,75,70:30,0.002743562,0.230878172,
75,16,75,80:20,0.002643692,0.221060007,
75,16,75,90:10,0.002259319,0.184925541,
75,16,100,60:40,0.002614472,0.218692282,
75,16,100,70:30,0.002764736,0.232585589,
75,16,100,80:20,0.002544923,0.212360313,
75,16,100,90:10,0.002578509,0.215325365,
75,32,25,60:40,0.001537127,0.127561158,
75,32,25,70:30,0.001353623,0.112229504,
75,32,25,80:20,0.001399378,0.117816718,
75,32,25,90:10,0.001339856,0.111056538,
75,32,50,60:40,0.001276672,0.106585643,
75,32,50,70:30,0.001437744,0.120254734,
75,32,50,80:20,0.001487833,0.124202378,
75,32,50,90:10,0.001446124,0.120594364,
75,32,75,60:40,0.001388739,0.115789799,
75,32,75,70:30,0.001528726,0.127399398,
75,32,75,80:20,0.00149018,0.12479357,
75,32,75,90:10,0.001495091,0.124838226,
75,32,100,60:40,0.001103411,0.089460885,
75,32,100,70:30,0.001126835,0.091960689,
75,32,100,80:20,0.001582199,0.13244173,
75,32,100,90:10,0.001272175,0.104459433,
75,64,25,60:40,0.00074627,0.058050931,
75,64,25,70:30,0.000745687,0.057689636,
75,64,25,80:20,0.000708369,0.054675294,
75,64,25,90:10,0.00062518,0.047525394,
75,64,50,60:40,0.000488898,0.035515681,
75,64,50,70:30,0.000693304,0.053760136,
75,64,50,80:20,0.000705197,0.054545922,
75,64,50,90:10,0.000709745,0.054512173,
75,64,75,60:40,0.000784268,0.060802751,
75,64,75,70:30,0.000841974,0.065452821,
75,64,75,80:20,0.000760518,0.059381756,
75,64,75,90:10,0.000835292,0.065123127,
75,64,100,60:40,0.000804108,0.062660768,
75,64,100,70:30,0.000635663,0.047685156,
75,64,100,80:20,0.000851187,0.066862849,
75,64,100,90:10,0.000847623,0.066721498,
75,128,25,60:40,0.001465049,0.112505921,
